aid,similarity_baseline
128455,"[128757, 129229, 128031, 127937, 128528, 127951, 128275, 128767, 128103, 128879, 127898, 128315, 128769, 128518, 128891, 129046, 129378, 128390, 128741, 129011, 128027, 128007, 129381, 128416, 128714, 128883, 128854, 128260, 128412, 127870, 128126, 129170, 128628, 128371, 129335, 128821, 128241, 128055, 128054, 129192, 128563, 128710, 128775, 127918, 128439, 128499, 128947, 128370, 129250, 128172, 128375, 128229, 128490, 127850, 128711, 129210, 128646, 129331, 128581, 128336, 128440, 127971, 128915, 129024, 129298, 128778, 128050, 129022, 128351, 127854, 128478, 128145, 128877, 128866, 128551, 129396, 128535, 128805, 128815, 128872, 129419, 128959, 127952, 128339, 129317, 128274, 128140, 127968, 128415, 128595, 129164, 128942, 128200, 129403, 128276, 127998, 129147, 128087, 128192, 128434]"
128456,"[129198, 129402, 127994, 128322, 129045, 127916, 128786, 129277, 128076, 127926, 129420, 128330, 128267, 128053, 128073, 127875, 129052, 128728, 128217, 128008, 128505, 128934, 128750, 128827, 127985, 129116, 128075, 129140, 128805, 128285, 129107, 129096, 129179, 128648, 128334, 129276, 129212, 127995, 128647, 128074, 128381, 128624, 128264, 128010, 128604, 128201, 128324, 129389, 128160, 129263, 128049, 128560, 128705, 128949, 128623, 128745, 129280, 128124, 129240, 128064, 129097, 128361, 128438, 128971, 128252, 129161, 129244, 129076, 128407, 127949, 128909, 129404, 128293, 128106, 128960, 128761, 129395, 129339, 128926, 128995, 128253, 128504, 129272, 128914, 128230, 128883, 129285, 127886, 128722, 128281, 129299, 129021, 128472, 128298, 128000, 129165, 127981, 128284, 128902, 128671]"
128458,"[127854, 128616, 128495, 129175, 128434, 129078, 128771, 128370, 128740, 128615, 128460, 128163, 128871, 128179, 128556, 128022, 128936, 128811, 128266, 128702, 128741, 129424, 129292, 129188, 129322, 129421, 127977, 128166, 128156, 128894, 128632, 128356, 128015, 128662, 127978, 128746, 128815, 128651, 128447, 128796, 128650, 127853, 129016, 129108, 129131, 129176, 128482, 127941, 129025, 129354, 128248, 128449, 128825, 128224, 128110, 128681, 129382, 128390, 129205, 128677, 129099, 129308, 128646, 129284, 129381, 128319, 128180, 129378, 128385, 128691, 127925, 129092, 128490, 129232, 129065, 128326, 128164, 128563, 129375, 128128, 128024, 129353, 128596, 129374, 129335, 128533, 128365, 128872, 128129, 127971, 127996, 129011, 128116, 129267, 128745, 129358, 128773, 129345, 128543, 128813]"
128459,"[128217, 129420, 129277, 128330, 128464, 128750, 128722, 128747, 129402, 128505, 128076, 128993, 128513, 128201, 129190, 127981, 128827, 128322, 129076, 128073, 128762, 128134, 128527, 128721, 128620, 129161, 128018, 128604, 128926, 128624, 129234, 127994, 128198, 129137, 128045, 128507, 128133, 128247, 127851, 128960, 128582, 128115, 128433, 129276, 129116, 129052, 129240, 128694, 128277, 129281, 129001, 128696, 129301, 129045, 128263, 128666, 128264, 128631, 129302, 128421, 128934, 129246, 127944, 129362, 128973, 128909, 128000, 128633, 128223, 128958, 129180, 129100, 127875, 128919, 128288, 128627, 129090, 128689, 129097, 128975, 128966, 128013, 127995, 128843, 128160, 128053, 128124, 128905, 129389, 129395, 128647, 130688, 127926, 128091, 128786, 127884, 128536, 128983, 128380, 128576]"
128460,"[127941, 128635, 128636, 127854, 128434, 129888, 127925, 128110, 128872, 129381, 128691, 128482, 128815, 129292, 128274, 128112, 128746, 128129, 129417, 128651, 129354, 129164, 128866, 128031, 128483, 127978, 128616, 128192, 128585, 128576, 128740, 129181, 129340, 128996, 129382, 129004, 127918, 128393, 127977, 128225, 129205, 128336, 129229, 128170, 127968, 128785, 127945, 129131, 129176, 129173, 128741, 128213, 128599, 127939, 128678, 129310, 128121, 128089, 128368, 128538, 129210, 128657, 128370, 129300, 128535, 128974, 129350, 128772, 128904, 128771, 129377, 128086, 128216, 128778, 128399, 128481, 128439, 129256, 129011, 128266, 128290, 128033, 128654, 128697, 128178, 128812, 128365, 129042, 128890, 128460, 128224, 128194, 128415, 128449, 128700, 128733, 128628, 128591, 128563, 128518]"
128461,"[128962, 127978, 128685, 128596, 128812, 129335, 129300, 129888, 129331, 128482, 127941, 129345, 128534, 128815, 128343, 128974, 128483, 128872, 129205, 127854, 128646, 129292, 129308, 128635, 129164, 127872, 128192, 128710, 129284, 128112, 128563, 128708, 128916, 128365, 128015, 128033, 127945, 128370, 128460, 128086, 128440, 128129, 128778, 127977, 128740, 129378, 128110, 128899, 128275, 128508, 129424, 128609, 129317, 128248, 128024, 129375, 128518, 128148, 129350, 129381, 128043, 128535, 128121, 127986, 128556, 128690, 128368, 128978, 129261, 129138, 128434, 129256, 128831, 128422, 128656, 129250, 128533, 129099, 128159, 129118, 129313, 128760, 129390, 128393, 128890, 128031, 128943, 129237, 129421, 128616, 129042, 129217, 128313, 128399, 129353, 128172, 128375, 128022, 129229, 129016]"
128462,"[128010, 128073, 127926, 127875, 128044, 129395, 128914, 128317, 128322, 127965, 128285, 128361, 129339, 128953, 129075, 128267, 127886, 128971, 128076, 129219, 128201, 129021, 128075, 128064, 128827, 129280, 129240, 129096, 129402, 128536, 129062, 128555, 127916, 129263, 127868, 129153, 128842, 128786, 128802, 128479, 128975, 128624, 127863, 128548, 129104, 129220, 129045, 128297, 128790, 129420, 128852, 129225, 129277, 127994, 128233, 128750, 128330, 127995, 128160, 128864, 129097, 127985, 128062, 128696, 128381, 128020, 128265, 127884, 128281, 128513, 128074, 129155, 129107, 128949, 128096, 128505, 128828, 128438, 128558, 129179, 128409, 128367, 128747, 129272, 128013, 128293, 128839, 128085, 128124, 128333, 129212, 129048, 128263, 128761, 129126, 128230, 128909, 128198, 128926, 128362]"
128463,"[128352, 128033, 128693, 128173, 128432, 129108, 128830, 128961, 128253, 129258, 128988, 127909, 128590, 129383, 127992, 128119, 128642, 129334, 128883, 127862, 129237, 128203, 128848, 128797, 128467, 129152, 128258, 127921, 129421, 128256, 129016, 129486, 128630, 129400, 129380, 128927, 128048, 128311, 128319, 128556, 128796, 128595, 128824, 127970, 128894, 128880, 127955, 128431, 127871, 128969, 128316, 128888, 128550, 128152, 129299, 128895, 128805, 128596, 128935, 129886, 128951, 128937, 128001, 129293, 129343, 128553, 128720, 129244, 128248, 129397, 128577, 128422, 129059, 128227, 128533, 128619, 128260, 129090, 129309, 128615, 129201, 128102, 129054, 128822, 127951, 129132, 128875, 129320, 128959, 128559, 127998, 129106, 129051, 129407, 128440, 129074, 129099, 128458, 128871, 129308]"
128464,"[128713, 127855, 128914, 127934, 128066, 128445, 129220, 128010, 128842, 128965, 128505, 129322, 128409, 129114, 128469, 128870, 128463, 129376, 128268, 128285, 128278, 128142, 128524, 128345, 128489, 128269, 128828, 128020, 128361, 128971, 128856, 129251, 128558, 128073, 129285, 129096, 128310, 129327, 128653, 128259, 128046, 128154, 128601, 128509, 129297, 127988, 128102, 128858, 128400, 127895, 128696, 128827, 128949, 129040, 128506, 128067, 127953, 128363, 128414, 127922, 129328, 128123, 129198, 128941, 129295, 128473, 127913, 129401, 128470, 128267, 128454, 129052, 128822, 127916, 128501, 128144, 129390, 128284, 128555, 129395, 128064, 129128, 127864, 128953, 129019, 128864, 129219, 128767, 129075, 129209, 128233, 129326, 128255, 128044, 127985, 128657, 128320, 128176, 128186, 128602]"
128465,"[128964, 128604, 128620, 128909, 128587, 128124, 128035, 128699, 127852, 127923, 128330, 129132, 128421, 128138, 129411, 127980, 128905, 130688, 127873, 127921, 128076, 127950, 129272, 128926, 128190, 128742, 129270, 129337, 128337, 128950, 129279, 128316, 129037, 129265, 128634, 129486, 128951, 129212, 128237, 128252, 128359, 128568, 128348, 128576, 129091, 128005, 129082, 128921, 128695, 128982, 128464, 128408, 129244, 129255, 128791, 128150, 128797, 128167, 128938, 128242, 128721, 129175, 128386, 128049, 129397, 127970, 128544, 128627, 128507, 129306, 129146, 129420, 128205, 127987, 129413, 129352, 128038, 128622, 128817, 128675, 128283, 129135, 127971, 128134, 129311, 129336, 128162, 129159, 128500, 128798, 128085, 127943, 127909, 128902, 129152, 128378, 128422, 128298, 128397, 128968]"
128466,"[129339, 129080, 129145, 128333, 128919, 128332, 129075, 128649, 128076, 128870, 128485, 128941, 129204, 127882, 128750, 129268, 128550, 128566, 128909, 128414, 128124, 128839, 129361, 129235, 128513, 128676, 128696, 129404, 128366, 129362, 129296, 128542, 128754, 129295, 128253, 128926, 128728, 128183, 129010, 128141, 128463, 129040, 128828, 127957, 128422, 128533, 128400, 129322, 127988, 128256, 129107, 128949, 128109, 129262, 128968, 129294, 128020, 129079, 129281, 127884, 128407, 127851, 128362, 128106, 128467, 128964, 128751, 129018, 128073, 128133, 128921, 128330, 128120, 129175, 128852, 128826, 128789, 128797, 128883, 129077, 128874, 128747, 128507, 129016, 128263, 129299, 129085, 128662, 128062, 127904, 128067, 128825, 129009, 129131, 129176, 129155, 128955, 128371, 128647, 127876]"
128467,"[128676, 128367, 128265, 129126, 128198, 129204, 129145, 128623, 128637, 129262, 129296, 128614, 128433, 128968, 128791, 127953, 127950, 129279, 128418, 129362, 128330, 129102, 128539, 128864, 127921, 128376, 129305, 128926, 129404, 128602, 128457, 128624, 128328, 128634, 128462, 128018, 128544, 129339, 128381, 128310, 128721, 128259, 128507, 128092, 128547, 128701, 128414, 129281, 128798, 128333, 128263, 129268, 128604, 128402, 129365, 128717, 128627, 127987, 128944, 128949, 127858, 128647, 129397, 128675, 128997, 128875, 129330, 128464, 128160, 128109, 128993, 128706, 128960, 129237, 129411, 129201, 128297, 128909, 127876, 129135, 129152, 128742, 128106, 128829, 128211, 127957, 128540, 127892, 127980, 129316, 128747, 128921, 128223, 129107, 128357, 128964, 128124, 128673, 128505, 128201]"
128468,"[129412, 129051, 129486, 128695, 129334, 128938, 129383, 129400, 127873, 128316, 129342, 128693, 128729, 129387, 127862, 128353, 129343, 128606, 129357, 128720, 128933, 129397, 128645, 128467, 128826, 128432, 129273, 128709, 128797, 128921, 128597, 128048, 128677, 128701, 129132, 128218, 128577, 129372, 129084, 129311, 128544, 128215, 128951, 129231, 128996, 129411, 128311, 129282, 129382, 128422, 129392, 128173, 129399, 129146, 128778, 129366, 129287, 128961, 129355, 128753, 128900, 128675, 128988, 127943, 128559, 128719, 128368, 127861, 128456, 128819, 129258, 129432, 129330, 128880, 129369, 129407, 128289, 128550, 127989, 128465, 129385, 129393, 127921, 128033, 128190, 127933, 128844, 129178, 128049, 129232, 128155, 129409, 128888, 129074, 128319, 128030, 128404, 129149, 129237, 127871]"
128469,"[128921, 129400, 128467, 129146, 129343, 128938, 128797, 128707, 128645, 129132, 129357, 129387, 129287, 129397, 128968, 128621, 128048, 128173, 129412, 128432, 128951, 129342, 129080, 128559, 127871, 129231, 128693, 128675, 127933, 128465, 128709, 129407, 128316, 129258, 128830, 129362, 128092, 127862, 128754, 129486, 128577, 129201, 127904, 127909, 127954, 129175, 129296, 129074, 128001, 129385, 129334, 128417, 128353, 129355, 128729, 128280, 128120, 128456, 128701, 128955, 129369, 129886, 129399, 128742, 128190, 128825, 129299, 129124, 129411, 129135, 129394, 128526, 129237, 129084, 128368, 129268, 127938, 128826, 129145, 128710, 128880, 127873, 128428, 128961, 128311, 128319, 128422, 129174, 129051, 128352, 127979, 128492, 128550, 128748, 129380, 128005, 128642, 128017, 128033, 129324]"
128470,"[129324, 129414, 129334, 128738, 129352, 129311, 128826, 128909, 128049, 128124, 128782, 128604, 128748, 128791, 128466, 127873, 128397, 129124, 129079, 129269, 128465, 129135, 129315, 128701, 128841, 129397, 128742, 127950, 129407, 129385, 129343, 128860, 128245, 128422, 129296, 128660, 129400, 129287, 129057, 128902, 129387, 129178, 128220, 128979, 128817, 128921, 129286, 128190, 128675, 129175, 128968, 128752, 129342, 128618, 129076, 128760, 128951, 127943, 129174, 129411, 128467, 128203, 129388, 127852, 127923, 128729, 128925, 128041, 129393, 129355, 129299, 128960, 129130, 129272, 129970, 128933, 129237, 129356, 129231, 129279, 128230, 127970, 129386, 128006, 128695, 129033, 128324, 128833, 128880, 128352, 128428, 128750, 128033, 128577, 128550, 129273, 128539, 129037, 129366, 128781]"
128471,"[128599, 129382, 128978, 128733, 128585, 127939, 128015, 129258, 128248, 128644, 128591, 129421, 129267, 129026, 128576, 129237, 129256, 128266, 128616, 128194, 128615, 128119, 128632, 128326, 128112, 128434, 129313, 128815, 129108, 129292, 129308, 128237, 128373, 128894, 128778, 128812, 128773, 128368, 128022, 128517, 128033, 128482, 127978, 128156, 128681, 128896, 127862, 128171, 129252, 129432, 128995, 128110, 128460, 129327, 128745, 129375, 128740, 128422, 129090, 128166, 128356, 129378, 128101, 128058, 128756, 128432, 128224, 128796, 128854, 128678, 128636, 129217, 129374, 128610, 127860, 127854, 127998, 128127, 128533, 128961, 129390, 128122, 128596, 127942, 128606, 127941, 127967, 129159, 128385, 128178, 128449, 127968, 127871, 128588, 128216, 129310, 128563, 128456, 129377, 128951]"
128473,"[128300, 128750, 128671, 127876, 128115, 128513, 128527, 128814, 128970, 128217, 128574, 129047, 128134, 127972, 128552, 127851, 128510, 128582, 128669, 128786, 128966, 128549, 127994, 128045, 128722, 129235, 128183, 129137, 129111, 129362, 128189, 128995, 128253, 129048, 127959, 128515, 128438, 129198, 127935, 128333, 130353, 128505, 128983, 128624, 128076, 128504, 128421, 127915, 128696, 129496, 128376, 128910, 128095, 128378, 129080, 128092, 129097, 128721, 127908, 129395, 128917, 129105, 129100, 128000, 129081, 128114, 128761, 129262, 128526, 129297, 128540, 129052, 128450, 128281, 129420, 128362, 128065, 127991, 128747, 128380, 128091, 129285, 128247, 128745, 129251, 128813, 127981, 128433, 128011, 127879, 129088, 128347, 127963, 129119, 128555, 128926, 128109, 128133, 128884, 128184]"
128474,"[128821, 127998, 128237, 128120, 128417, 128854, 129405, 129378, 129231, 128710, 128595, 128260, 127887, 128248, 128253, 128883, 128022, 128422, 127951, 129016, 128319, 128978, 129308, 129293, 128440, 128432, 128995, 128778, 128467, 127871, 128646, 128773, 128596, 129108, 129421, 128275, 128879, 127898, 129267, 127971, 129084, 128456, 128391, 127880, 129244, 129397, 129250, 128449, 128054, 129292, 129368, 129210, 127978, 128947, 128533, 128745, 129192, 128126, 128581, 128848, 127968, 128709, 128733, 129132, 129299, 129310, 128981, 128707, 129152, 128888, 128033, 128951, 129256, 128891, 129383, 129412, 127862, 128256, 128368, 128895, 129400, 128853, 129195, 129203, 128316, 128642, 128050, 129164, 128371, 128544, 128942, 129118, 129237, 128615, 128164, 128830, 129022, 128675, 129131, 129176]"
128475,"[128752, 129408, 129272, 128467, 129411, 128141, 129179, 128742, 129311, 128709, 129146, 128049, 127950, 129355, 129970, 128933, 128921, 128705, 128706, 128200, 128938, 128791, 129299, 128544, 127880, 128826, 129366, 127861, 129397, 128330, 129273, 127891, 129399, 128902, 129412, 128951, 128883, 129107, 129051, 129419, 128052, 129330, 129392, 129383, 129320, 129394, 128753, 128354, 128281, 129339, 127926, 128106, 127952, 128547, 129365, 127887, 128645, 128388, 128618, 129203, 128797, 128530, 129393, 128776, 128252, 128675, 129287, 129231, 129109, 129385, 128701, 127951, 128604, 128926, 128422, 128456, 128214, 129296, 127898, 129135, 128357, 129368, 128905, 129369, 128085, 128409, 128397, 128927, 128550, 128903, 129124, 129409, 128738, 129244, 128325, 129140, 128013, 129400, 129364, 128600]"
128477,"[129132, 128826, 128467, 129175, 129146, 128033, 128316, 129231, 128902, 128422, 129244, 129272, 128693, 128048, 128909, 129397, 128124, 129237, 129414, 129886, 128675, 127873, 128921, 129400, 128927, 128397, 129343, 128951, 128660, 128190, 128677, 128319, 129387, 128825, 128253, 127950, 129035, 129313, 129399, 128760, 129016, 129357, 128742, 128988, 128385, 128894, 128417, 129296, 128752, 128022, 128049, 128256, 128550, 127862, 128710, 128961, 128432, 128938, 128729, 129394, 127998, 129258, 128001, 129486, 129419, 128968, 128709, 128754, 128539, 128619, 128604, 129279, 129299, 128318, 129407, 128642, 129365, 128577, 129256, 129412, 129201, 129334, 128242, 129308, 129307, 129385, 129159, 128237, 128166, 128797, 128707, 127980, 129057, 129421, 129286, 128544, 128150, 128156, 128230, 128883]"
128478,"[127875, 128076, 127926, 128318, 129280, 128914, 128073, 128438, 128926, 129277, 129048, 128284, 128096, 129226, 128975, 128750, 128297, 129402, 128265, 128044, 128085, 128421, 129288, 128062, 128786, 129420, 128722, 129272, 129045, 129395, 128604, 129179, 129096, 128322, 128625, 129126, 128267, 128805, 128671, 129240, 128696, 127995, 128361, 128324, 129203, 129165, 127886, 129097, 128450, 128334, 128507, 129107, 128505, 128330, 129027, 128802, 128648, 128547, 127881, 128362, 128176, 129212, 129316, 128010, 128513, 128919, 128791, 128798, 128367, 128953, 128558, 129297, 128623, 128762, 127916, 129022, 130688, 129398, 128721, 128045, 128905, 127994, 128454, 128549, 129091, 128755, 128402, 128074, 128160, 128211, 128479, 129306, 128503, 128013, 129001, 128201, 129220, 129090, 129279, 128464]"
128479,"[128599, 129382, 128978, 128733, 128585, 127939, 128015, 129258, 128248, 128644, 128591, 129421, 129267, 129026, 128576, 129237, 129256, 128266, 128616, 128194, 128615, 128119, 128632, 128326, 128112, 128434, 129313, 128815, 129108, 129292, 129308, 128237, 128373, 128894, 128778, 128812, 128773, 128368, 128022, 128517, 128033, 128482, 127978, 128156, 128681, 128896, 127862, 128171, 129252, 129432, 128995, 128110, 128460, 129327, 128745, 129375, 128740, 128422, 129090, 128166, 128356, 129378, 128101, 128058, 128756, 128432, 128224, 128796, 128854, 128678, 128636, 129217, 129374, 128610, 127860, 127854, 127998, 128127, 128533, 128961, 129390, 128122, 128596, 127942, 128606, 127941, 127967, 129159, 128385, 128178, 128449, 127968, 127871, 128588, 128216, 129310, 128563, 128456, 129377, 128951]"
128480,"[128309, 128985, 128716, 128420, 128825, 128577, 128041, 128328, 129119, 128359, 129239, 127915, 129235, 128951, 128526, 128086, 127942, 128894, 128022, 128949, 128043, 128090, 128615, 129061, 128422, 129237, 128065, 128564, 129375, 128768, 128968, 128345, 128974, 128826, 128021, 127932, 128114, 129308, 128745, 129175, 127939, 128935, 128540, 128169, 127904, 129296, 128238, 128235, 128995, 128095, 129112, 128589, 128166, 129080, 129258, 127884, 128382, 127967, 129356, 129421, 127996, 129208, 128650, 127972, 128978, 129015, 129432, 127958, 129271, 128033, 129334, 128652, 128916, 127868, 129295, 128630, 128151, 128599, 128982, 128414, 129327, 129188, 129132, 128677, 128183, 128550, 128488, 128385, 128796, 129054, 128583, 128156, 128952, 128900, 128810, 128312, 128902, 127986, 129047, 128015]"
128483,"[129051, 127862, 128709, 127880, 128248, 128797, 129412, 129394, 129366, 128467, 128888, 129419, 129357, 128033, 129368, 127867, 129084, 129272, 128171, 128752, 128742, 128319, 129400, 128216, 128776, 127871, 128720, 128523, 128316, 129970, 129408, 128353, 128680, 128938, 128588, 128544, 129256, 128933, 129486, 127887, 128675, 127950, 128126, 128644, 128456, 129383, 128921, 129387, 128693, 128001, 129089, 129355, 128417, 129396, 128141, 127951, 129397, 128266, 129132, 128996, 129377, 128961, 128237, 127962, 129369, 128822, 128303, 128517, 128432, 129179, 127933, 128357, 129399, 129382, 129085, 128326, 129273, 129343, 129380, 128753, 128778, 129282, 128927, 127861, 129146, 129016, 129073, 128422, 128119, 128286, 129268, 129201, 128533, 128610, 128368, 128215, 129393, 128645, 128951, 128844]"
128485,"[128042, 128673, 128357, 129024, 128242, 128773, 128964, 129220, 128022, 128126, 129219, 127852, 127923, 129322, 127951, 128543, 128035, 129057, 129298, 128164, 128883, 129279, 128055, 128361, 128909, 129077, 129132, 128033, 127929, 128054, 127998, 128604, 128599, 128397, 129262, 128072, 128450, 129204, 129037, 128467, 129082, 128366, 128167, 128124, 129106, 128902, 128136, 128742, 128913, 128824, 128950, 128400, 128826, 128854, 129368, 128028, 129270, 129145, 129090, 128266, 129296, 129256, 128298, 128539, 128919, 128581, 127980, 128675, 128791, 128434, 128817, 129362, 129419, 128337, 128248, 128370, 128050, 129016, 129396, 127898, 128199, 128895, 129339, 128588, 128407, 128216, 127873, 128978, 129244, 128570, 129310, 129267, 128676, 129355, 128619, 129272, 128971, 128141, 128381, 128670]"
128486,"[128518, 129030, 129229, 129317, 129046, 128528, 129381, 129011, 128535, 128371, 128274, 127937, 128439, 129194, 129888, 129331, 129004, 128744, 128757, 128148, 128767, 127918, 129335, 127941, 128031, 129206, 128785, 129210, 128877, 128140, 128534, 128879, 129345, 128415, 128007, 129192, 127968, 128027, 127883, 129207, 128103, 128499, 127978, 128416, 128129, 128275, 127854, 128746, 129042, 128974, 128029, 128121, 128241, 128711, 127870, 129349, 128815, 129170, 129254, 128635, 128741, 128192, 128866, 129213, 129138, 128872, 129250, 129403, 129164, 129110, 128981, 128654, 128697, 128405, 128290, 128336, 128651, 128370, 129205, 129186, 128390, 128685, 129118, 128118, 128440, 128172, 128375, 128812, 129378, 128399, 129024, 128412, 129340, 128563, 128778, 128710, 128636, 128962, 128478, 128170]"
128487,"[129308, 128778, 129307, 128385, 128311, 129108, 128615, 128563, 128871, 128848, 128319, 129232, 128595, 128024, 128152, 129099, 128888, 128341, 128646, 127871, 128961, 129378, 127939, 127998, 127862, 128596, 129293, 128033, 129258, 129118, 128894, 128936, 128316, 128693, 129353, 127967, 128854, 128745, 129886, 128222, 128048, 128351, 129141, 128796, 128353, 128736, 128001, 129421, 128417, 129284, 127951, 128022, 128492, 128384, 128391, 128460, 128891, 128260, 128287, 128434, 128382, 128988, 128440, 128822, 129237, 129244, 128951, 127904, 128556, 128995, 128352, 128426, 128927, 128533, 127850, 128883, 128830, 127860, 128710, 129016, 128642, 128708, 129382, 128589, 128449, 128482, 128616, 128797, 129256, 128947, 128101, 128275, 129175, 129299, 128967, 128256, 128015, 129357, 128165, 129092]"
128488,"[127982, 128066, 127934, 128278, 129294, 127958, 128469, 128663, 128948, 128445, 128808, 128459, 127901, 128829, 128309, 129208, 129080, 128870, 128345, 128046, 128414, 128699, 129328, 128347, 129228, 129430, 128243, 128602, 128687, 129005, 127904, 128763, 128363, 128873, 128433, 127882, 129251, 128861, 129081, 128992, 128294, 128502, 128772, 128268, 129322, 128917, 129034, 129112, 129060, 128566, 128142, 127996, 128974, 128524, 128837, 127973, 128332, 128629, 128255, 128333, 128415, 129195, 128275, 128965, 127851, 129019, 127855, 129036, 128768, 128473, 128376, 129245, 128024, 127988, 129247, 128257, 127979, 128977, 129103, 127939, 128941, 127913, 129297, 128474, 129032, 128065, 128020, 128269, 128910, 129061, 128114, 128814, 128150, 128387, 128669, 128820, 129047, 128095, 128313, 129042]"
128489,"[129017, 129335, 129317, 128628, 128098, 128118, 129378, 128397, 127951, 129132, 128167, 128126, 129037, 128242, 127852, 127923, 129082, 127937, 128054, 128616, 128528, 128490, 129011, 128148, 129229, 127998, 128775, 129141, 128760, 127898, 128961, 128551, 128213, 128371, 128909, 129024, 128256, 128312, 129298, 129231, 128854, 128351, 127856, 128495, 128942, 128440, 129396, 129192, 129340, 129256, 129207, 128124, 128780, 128960, 127854, 129206, 128035, 128247, 129308, 129057, 127883, 128417, 128604, 128156, 128439, 129194, 129421, 129175, 128422, 128710, 128434, 129279, 128190, 128029, 129188, 128699, 128673, 129368, 128072, 128651, 128744, 128274, 128266, 129222, 129077, 127968, 128460, 128031, 128622, 129079, 128518, 129310, 128826, 128166, 128967, 128877, 128392, 129382, 128366, 128033]"
128490,"[127870, 128936, 127854, 128497, 128490, 128290, 128691, 128370, 128741, 127925, 128651, 128170, 129131, 129176, 128871, 128616, 129354, 128434, 129011, 128225, 128116, 129340, 128615, 129381, 128327, 127918, 128872, 128767, 128746, 128101, 128371, 128383, 128460, 129207, 129065, 127978, 128178, 128031, 128274, 127968, 129378, 128823, 128128, 129078, 129108, 128110, 128416, 129292, 128927, 128254, 128412, 128778, 127888, 129205, 128815, 129067, 128429, 128164, 128646, 129186, 128866, 129194, 128757, 128177, 128708, 129374, 129206, 128365, 129259, 127860, 128807, 128635, 128405, 127937, 129099, 128988, 128390, 129025, 128636, 128518, 129403, 128439, 128685, 129331, 128165, 129000, 128192, 127951, 127941, 128148, 127977, 128904, 128538, 128440, 127850, 128594, 128112, 128482, 128121, 128003]"
128491,"[128587, 128115, 128433, 128018, 129047, 129193, 128223, 128263, 128421, 128217, 128788, 129281, 128184, 128582, 128526, 128288, 127921, 128540, 128960, 128099, 127972, 128280, 127943, 128721, 129246, 128817, 129145, 128134, 129362, 129239, 127852, 127923, 128620, 128457, 128884, 128137, 128627, 128993, 128092, 128604, 128183, 128552, 127946, 128669, 127983, 128505, 128394, 128380, 128917, 128676, 128347, 128220, 129103, 128195, 129102, 128590, 127981, 129401, 127851, 127958, 129080, 128464, 129105, 128133, 127877, 128966, 127949, 128602, 128462, 128045, 128198, 129204, 128333, 128983, 127960, 128513, 128968, 128527, 128997, 129223, 128758, 128634, 128189, 128300, 128574, 128414, 128376, 129211, 128841, 128673, 128114, 128450, 128162, 129081, 129111, 128507, 128252, 128503, 129082, 128539]"
128492,"[128533, 129258, 128311, 127862, 127998, 128001, 127871, 129108, 128048, 128642, 128316, 128778, 128797, 128977, 128319, 128352, 128961, 129005, 129237, 129141, 129421, 128621, 128710, 128098, 128646, 128830, 128256, 128368, 128880, 128719, 128033, 128854, 128693, 129099, 129084, 129034, 129397, 128745, 128434, 128709, 129293, 128417, 128260, 129886, 128615, 128120, 128492, 128173, 128426, 128595, 128541, 128844, 128141, 129378, 129380, 128577, 129357, 128751, 129016, 128563, 129400, 128353, 128988, 128332, 128684, 128022, 129242, 127909, 128024, 128772, 128883, 128014, 129343, 127976, 128060, 128610, 128460, 128467, 128871, 129409, 127950, 128938, 128550, 127904, 128616, 128370, 128432, 128456, 128485, 129085, 128821, 127939, 128935, 128391, 129232, 127890, 129405, 128422, 128995, 128237]"
128493,"[129065, 129034, 128977, 129242, 128319, 128772, 127918, 128370, 128482, 128483, 127870, 128434, 128850, 129271, 129181, 128353, 127971, 128332, 129150, 129310, 128460, 128657, 129099, 128872, 128746, 128426, 129294, 128449, 129005, 128883, 128741, 129004, 128192, 128411, 128878, 128275, 128497, 128785, 127899, 129195, 128031, 127977, 128996, 127860, 128699, 128534, 129164, 129331, 128415, 128351, 127904, 128858, 128654, 128697, 129186, 127939, 128400, 128533, 128177, 129229, 127850, 128807, 128121, 128110, 127998, 128108, 129381, 128866, 129170, 128735, 128952, 128513, 128778, 128371, 128528, 128451, 128710, 128569, 128698, 129007, 128165, 128641, 128454, 128562, 129268, 128164, 128413, 128170, 128682, 128615, 129042, 129145, 127973, 129335, 128767, 129067, 128172, 128375, 128796, 129204]"
128494,"[128817, 129057, 127852, 127923, 128124, 128909, 129324, 128604, 128960, 128860, 128397, 129414, 129407, 128921, 128190, 129135, 129400, 128748, 129175, 128754, 127873, 128465, 128466, 129387, 128826, 129352, 129279, 129315, 129201, 129079, 129343, 129311, 128539, 128622, 128742, 128738, 128760, 128072, 128220, 129394, 128049, 128675, 129037, 128337, 128245, 128577, 129178, 129355, 128902, 128875, 128620, 128407, 129082, 128660, 128467, 129334, 128167, 129393, 129033, 129362, 129388, 128242, 129269, 129296, 129287, 128752, 129397, 128041, 127950, 129385, 128673, 129262, 129272, 128964, 129231, 129408, 129286, 128033, 128701, 129124, 128841, 128791, 128035, 128422, 128368, 128729, 128979, 128324, 128230, 129132, 128091, 129237, 129420, 128618, 128880, 127943, 128725, 128092, 127906, 128833]"
