aid	deepl_title
127382	PSG wins with Draxler and Kehrer in make-up game
127384	Tanit Koch becomes Managing Director at n-tv
127385	Escaping the world is not a solution either
127387	Thompson steps down from role
127388	State parliament to adopt amended hunting law
127389	"Co-creator of ""Rockpalast"": Peter Rüchel is dead"
127390	Telekom provides outlook for 2019
127391	Fredi Bobic hopes VfB Stuttgart can stay in the league
127392	Cheap and secured - book flights online correctly
127393	Historic abuse summit begins at Vatican
127394	Expansion at Geißbockheim delayed
127395	Attempt to clarify the Sülz failed
127396	"""Mechernich must not become a suburb of Cologne""."
127397	Drinking water in Erftstadt becomes more expensive
127398	The parking problem at Opladen Hospital remains unsolved
127400	Greens call for ten billion more for buses and trains
127401	At least 69 people die in major fire in Bangladesh
127402	What the coal phase-out by 2038 means for NRW in concrete terms
127403	City of Düren wants to introduce alcohol ban in summer
127404	Daycare children fight for a sidewalk on dangerous road
127405	Fast action against vacancy in Lindlar necessary
127406	Does Youtube have to disclose user data?
127407	Hands of a church tower clock fall 80 meters into the deep
127408	Piccolöchen and Pittermännchen
127409	New standards in the matter of cologne fair
127410	What tips Cologne parents and experts have at the ready
127411	Joy over construction plans - fear of traffic
127412	Surreal view of the fools
127413	A new beginning on Neusser Straße
127414	To the wholesale market instead of school
127415	Cologne landlord defends terminations in wax factory
127416	Samsung launches foldable smartphone for 2000 euros
127417	USA does not want to take back IS woman
127418	96 pro Müller knows Frankfurt's weak points
127419	Digital pact for Germany's schools can come
127420	Germans prefer to buy cheap meat
127421	Former world champion Höwedes on dealing with money: Kniepig
127422	Police arrest suspected Islamist couple
127423	Cologne gets its first yoga festival in March
127424	Express bus hits truck - one injured
127425	Deutsche Telekom plans to invest almost 13 billion in network expansion
127426	Inflation weakens significantly in January
127427	New rules hit charging stations for e-cars
127428	The cologne Ferrari turns 50
127430	According to a study, every third flight is delayed
127431	Man grows cannabis in house
127432	Brit Awards for George Ezra and Jorja Smith
127433	Festivals to save retail trade in Hennef city center
127434	100 additional parking spaces planned in Duckterath
127435	Investor plans apartment building on Green Street
127436	Experts make suggestions to the city of Brühl for better cycling infrastructure
127438	Largest Nutella factory on earth stands still
127440	Germans prefer to buy meat cheaply
127442	"""Empire"" star Smollett allegedly invented beating attack"
127443	Tea Plantations and Teletubbie Tombs in Southern South Korea
127444	Booksellers in Oberberg expect little impact
127445	Two dead after shooting at construction site
127446	Neo Magazine Royale
127447	"""This goes as far as physical assault""."
127448	Alnatura warns against eating children's muesli and muesli cookies
127449	FIS President Kasper defends World Congress in Thailand
127450	"Lena: ""Meyer-Landruth"" has established itself"
127451	Artists fight for their living environment in metropolises
127452	Star designer Lagerfeld does not get public ceremony
127453	Mexican artist builds small wall in New York
127455	Uniper to pay fine for manipulation in gas trading
127456	Two people die in shooting at construction site in Munich
127458	"Ratings win for ZDF two-parter ""Walpurgisnacht"
127459	Concern about planned concrete wall next to open staircase in Bensberg
127460	Henkel loses momentum in 2018 - nevertheless more dividend
127461	"MSV boss Wald: ""No alternative"" to staying in the league"
127462	KG Gemütlichkeit moves to marquee for rest of session - future uncertain
127463	Ellen DeGeneres is happy about belated gift
127465	When talent, help and neighborliness become currency
127466	Burscheid's Johannes-Löh comprehensive school is well equipped
127467	This is how much you need to save to be covered in old age
127468	Niki Lauda turns 70
127469	Roof truss of church annex burns out
127470	Bayer Leverkusen needs a win against Krasnodar
127472	"FC coach Anfang: Modeste's tears should ""be a reminder""."
127473	"""When we saw Gina's condition, we gulped""."
127474	Steel trader Klöckner & Co with significant drop in earnings
127475	"Archive friends fear ""homelessness"" soon"
127476	Mainz 05 extends with coach Sandro Schwarz
127478	Birthday serenade for Joachim Witt
127479	Engelskirchener Mariechen in double use on the way
127480	First cabaret evening planned in Cologne synagogue community
127481	Ex-FBI director: Trump undermines work of intelligence agencies
127482	"""Night of the nightmare"" - Ronaldo rage after Juve defeat"
127483	The new Johannes Rydzek: mature, calm, focused
127484	"Simeone explains genital gesture: ""We have balls""."
127485	Drivers need sunglasses with large lenses
127486	"Fishing line almost cost the swan ""boss"" life"
127487	Quintet chases HSV and Cologne in the fight for promotion
127488	"Magath on VfB rumors: ""Don't give it much thought""."
127489	Museum must pay 30,000 euros for Dalí works in video clip
127492	Driver drives into end of traffic jam near Gummersbach
127493	Chief wanted for Haus der Kunst in Munich
127494	The Waldbröler council has moved into the citizens' village
127495	Wolfsburg fears for Weghorst's deployment
127496	Ski ace Luitz operated on injured shoulder
127497	Researchers develop blood test to detect breast cancer
127498	Residents should look in their gazebos
127499	Truck driver charged with murder of hitchhiker Sophia
127500	Klinsmann: No problem with Löw's assessment
127501	Will alcohol soon be banned at the airport and on the plane?
127502	Can you just not give your name in court?
127504	What the compromise on §219a really changes for patients
127505	"Altmaier for ""new start"" in relations with Russia"
127506	"Armin Veh calls ""snitch"" affair ""fictitious"
127508	"Joachim Witt: The ""Golden Rider"" turns 70"
127509	Investigation around symbolic grave discontinued
127510	Police search for suspected e-bike thief
127511	Between Querbeat and aging pop stars
127512	AfD submits false donor list to Bundestag
127513	Protestant and Catholic telephone counselling services are looking for employees
127514	Powerful study with plug-in drive from Peugeot
127515	Ski racer Pfister crashes in training: season out
127516	"Dardai wants to annoy Bayern: ""Take something with us""."
127517	ECB profit rises to 1.6 billion euros in 2018
127518	Drunk pensioner crashes into garden pond - and continues to accelerate
127519	Telekom also takes action against 5G auction with emergency appeal
127520	This is how the KVB travels on the carnival days
127521	KVB distribute kölsch mini dictionary for carnival
127522	SPD in Hürth makes pressure for official BMX hill runway
127523	Werder Bremen without Yuya Osako against VfB Stuttgart
127524	"Fortuna coach Funkel before Nuremberg duel: ""Not an endgame""."
127525	"1st FC Cologne reacts to ""snitch affair"
127526	FC Bayern: Deployments of Hummels and Goretzka open
127527	Do you know these cultural treasures, located in the middle of greenery?
127529	"""Beer on wine..."" - Study finally clarifies whether the advice is true"
127530	"Tilly: ""A train without Trump is like a unicorn without a horn"""
127531	Use of Gladbach Pléa uncertain
127532	Kovac warns: take a differentiated view of handball games
127533	The Vatican mythicizes the perpetrators - and prevents reforms
127535	ManCity fan critically injured by fist blow
127536	Fatal accident on A7: Truck driver overlooks end of traffic jam
127537	Metro takeover: green light for Kretinsky
127538	"Cologne reacts to ""snitch affair"": ""Complete bullshit"""
127539	Freiburg can rely on captain Frantz against Augsburg
127540	"FC Augsburg: Score with ""passion"" in Freiburg"
127541	Armed robbery on the outskirts of Steinbüchel
127542	"Verdict in art dispute over ""Mannheim Hole"
127543	Monkey climbs university facade
127544	The people of Cologne should dare to do more than just perform
127545	Illegal car race in the middle of Cologne - speeders overtake police officers
127546	A victory for the good feeling of the sharks
127547	Faroe Islands close main attractions for a weekend
127549	Illegal car racing: Speeders overtake police officers
127550	This is what the carnival looked like in the Nazi era
127551	How parents best proceed to get a Kita place
127552	Claude Goretta dead at 89
127554	Santos and Hunt back in HSV team training
127555	Parking lot is closed for the construction of the carnival tent
127556	Quality problem paralyzes Nutella factory in France
127557	"""Didn't get a personal invitation from the board""."
127558	The Hackenberg mountain park is completed
127559	Transport Minister Scheuer confronts angry cab demo
127560	Reichshof Comprehensive School receives special biology prize
127561	Network between clinics in Leverkusen and Solingen
127563	Scary story made reading competition very exciting
127565	Schalke personnel worries: Burgstaller and McKennie injured
127566	Wild diaper waste at the building yard in Wipperfürth
127567	Cannabis grown in the bedroom - verdict
127570	Association of German Criminal Investigators sharply criticizes Reul
127571	Hot ride through the mothers coffees
127572	This is how a video of the Bavarian police promotes tolerance
127573	Atlético coach Simeone with obscene cheers
127574	Wolfgang Puck cooks for the Oscar guests
127575	Shoe drama around basketball super talent
127576	Cab industry takes a stand against Uber & Co.
127577	Scandal in Weilerswist - Greens leave candidate commission
127578	Again burglars at Liverpool's Sadio Mané
127579	Private feud between Kläbo and Ustyugov - Russian sees yellow
127580	Pyro after plane crash Salas - penalty for FC Nantes
127582	Lord Mayor Geisel against plans for new opera building on the Rhine
127583	Viktoria Köln hopes for exception for the third league
127584	After referee criticism: High penalty for Klopp
127585	"VfB President Dietrich: Resignation ""Not an Option"
127586	Suspicion of child abuse: investigation against parents
127587	Sebastian Kurz comes up short during Trump visit
127589	Veh's well-dosed rage
127590	Eintracht management criticizes police action before Donetsk match
127591	FC sports director Veh has license to rant
127593	Pupil trapped in bus door: bus stopped late
127595	Walkers discover body on the banks of the Sieg
127596	Information about abortions is facilitated
127597	"""Fridays for Future"" also on Thursday"
127598	Laschet calls for consensus on coal phase-out
127600	New blood test for breast cancer presented
127601	Monkees bassist Peter Tork died
127602	Giant bee rediscovered on remote island
127603	Fire in warehouse at Messe Düsseldorf
127604	Arsenal reach round of 16 - RB Salzburg also through
127605	Another fire in the warehouse of Messe Düsseldorf
127606	AfD: Ideologues instrumentalize students for Friday demonstrations
127607	"Milan Fashion Week: Fendi says ""Love Karl"""
127608	Bayer 04 misses out on a place in the last 16 of the Europa League
127610	Excellent Hradecky against Krasnodar not enough
127612	Police discovered huge arsenal of weapons
127613	Homecoming
127614	Barenboim fights back
127615	A hole for the WDR
127616	Against the Bauhaus clichés
127617	New injustices
127618	Jecke in a state of emergency
127619	More primary school pupils for Dierath
127620	A glass of champagne to the first plaque
127622	Volkswagen presents key balance sheet data for 2018
127623	Cologne's Hohenzollern Bridge soon to become a major construction site
127624	More space for cyclists on the Sachsenring
127625	The collapse of the city archive is almost ten years ago
127626	Eintracht Frankfurt back in the round of 16 after 24 years
127627	Residents present expert opinion - soil replacement demanded
127628	Women's forum and police educate students about knockout drops
127629	Do you have to address people by their title?
127630	Voiswinkel carnival procession is moved
127631	Kita Regenbogen in Hennef threatened with closure
127632	The next generation of the Burscheid fire department went to school
127634	"Podolski follows 1. FC Köln ""no longer so intensively"
127635	The way is clear for the digitization pact
127636	Altmaier insists on reform of WTO rules
127637	At Merkur it starts on Monday
127638	Waldbröler measles cases brought in from Eastern Europe
127639	New test will revolutionize breast cancer research
127640	Record surplus in the treasury
127641	There is a huge shortage of teachers - saving the country a lot of money
127642	Venezuela also closes border with Brazil
127643	"Bayer's exit against Krasnodar hurts - Volland: ""Enormously bitter""."
127644	Three killed in head-on collision after overtaking maneuver
127645	Wheelchair user fights for a parking space with the city
127646	Michael Jackson's executors sue TV station
127647	"""Rock Choir 60+"" - Singing the Soundtrack of Youth"
127648	Abuse case: search for missing evidence
127649	Unnecessary defeat: DBB team loses in Israel
127650	"Berhalter: ""Good time"" for Pulisic switch"
127651	"Dessau: Start for 100 years of Bauhaus in the ""Black Box"" Museum"
127652	Dresden shows Rembrandt as a draftsman and etcher
127653	Insulting fan banner against Interior Minister confiscated
127654	Bayer 04 left the commuter cars under the stilt
127655	Employees of social sectors called to warning strikes
127656	Association wants to renaturalize the Erft over long stretches
127657	USA now wants to leave soldiers in Syria after all
127658	"""Fridays for Future"": student and school demonstrations planned"
127660	Parents fight for less instead of more care
127661	Oscars: Extra pounds, long wait and records
127663	$100 million lawsuit over documentary about Michael Jackson
127664	"Oscar contender ""A Star is Born"" on Blu-ray"
127666	Fit thanks to hula hoop and bouncy box
127667	Krautrock legend Rother: 1977 - those were exciting times
127669	Dax almost treads water at the end of the week
127670	Children from the Löwenfeld come to Dierath
127671	Everything about hay fever
127672	Fans prepare Zenit a gigantic fire show
127673	Democrats to challenge Trump's emergency declaration
127674	Shuttle Wurbie brings passengers to the terminal alone
127675	Michael Rother: Celebrity help for a Krautrock pioneer
127676	"Team ""Roboholics"" reaches the final in Mülheim"
127677	VW T6 launches with more electronics and new engines
127678	Pupils from Waldbröl at climate demonstration in Cologne
127679	"Season finale: Top rating for the ""Bergdoktor"
127680	New baggage guidelines: penalties for Ryanair and Wizz Air
127681	Rhine-Berg presents first balance sheet
127682	Windeck administration awaits decision of the state
127683	Infectious diseases on the rise in Venezuela
127684	Was Amri confidant a Moroccan agent?
127685	Triumvirate of the previous session was in the U.S.
127686	RB probably wants to extend with Poulsen - Nagelsmann decides
127687	"Behringer ends career: ""Outstanding achievement""."
127688	Prada in Milan: elegance and huge flowers
127689	German government reports record surplus of 58 billion euros
127690	Are the branches taking each other's customers?
127692	Netflix at the Oscars - Triumph over the Studios?
127693	Beethoven Year: Exhibition, Concerts and Congresses in Bonn
127694	"""HIV positive"" - 17-year-old fights exclusion with sign"
127695	Ifo Business Climate Declines Again
127696	Venezuela closes border with Brazil
127697	Cologne dog groomer opens adventure playground for dogs
127698	Senior housing of the future:A risk to privacy?
127699	"Hamburg premiere of ""The Golden Glove"
127700	Woman brings her dead husband to administration in coffin
127701	Pensioner beaten to death with axe - roofer makes confession
127702	Police officer choked unconscious during control: Witnesses wanted
127703	Amy Winehouse: Hologram tour delayed
127704	Fake Whatsapp email is used to steal credit card data
127705	Abuse: Church must rethink power structures
127706	Former pilot records climate data for 20 years
127707	Police officers strangled during control in Lünen: warning shot
127708	Leverkusen's Kai Havertz likely fit for BVB match
127709	Burglars ignite smoke grenades shortly before escape
127710	Arsenal coach: Özil must offer himself and continue to work
127711	"""Has little to do with second division soccer""."
127712	Musical audience with Pope Francis
127713	Oberbergischer Kreis pushes the introduction of telemedicine
127714	Another accident on the A3 near Cologne
127715	FIFA imposes transfer ban on Chelsea FC until summer 2020
127716	Reus unlikely to make a comeback: BVB personnel problems continue
127717	Flying ski just misses Martin Schmitt
127718	BGH: Defeat device in diesel cars is a defect
127719	Rather without Reus: personnel problems at BVB continue
127720	Kevin Bacon: Sex keeps me young
127721	Two injured in accidents in Refrath and Heidkamp
127722	Drunk car thief without driver's license takes flight
127723	Strasser at combination with chances for good result
127724	Combined athlete Frenzel can hope for world championship gold
127725	Kohfeldt on Pizarro contract: Don't be too romantic
127726	Lindlarer wants to avoid wild boar and lands in the ditch
127727	Cologne North-South Railway to run in 2027 at the earliest - and even that is uncertain
127728	When Cologne landlords go out themselves
127729	Car burglars in Troisdorf steal a tin of sweets
127730	Fifa imposes transfer ban on Chelsea FC
127731	"""Miss Germany"" crams for her university degree"
127732	Bergisch Gladbach does not want to do without Facebook
127733	Former world champion Teichmann tinkers with the cross-country skiing future
127734	Heinz ketchup flies off German supermarket shelves
127735	"Hertha is coming - Kovac doesn't need a ""spectacle"" for BVB chase"
127736	Deutsche Bahn provokes with tweet on refugees
127738	Ensure a healthy back on the job
127739	Cologne residents plagued by roadworks can stay in a hotel for free
127740	BGH: Defeat device is a material defect
127741	These are the countries German holidaymakers are heading to in 2019
127742	Growing pressure: Schalke sports director Heidel under criticism
127743	Darmstadt wants to sign Grammozis as new coach
127744	Klöckner: Best-before date is not an expiration date
127745	Daimler and BMW start development of mobility service
127746	Investigative committee wants to question deported Tunisian
127747	Reul's explanations in police scandal are outrageous
127748	Seehofer has deportation of Amri's acquaintance examined
127749	Timpanist draws line under Barenboim file
127750	Artist collective curates documenta 15
127751	How a single parent shared apartment makes two mothers happy
127752	Many labels on meat packaging are misleading
127753	Pep facing first title win with Man City - Sarri under pressure
127754	Lidl makes a shocking design mistake
127755	Chinese rivals put Apple and Samsung under pressure
127757	How the city of Cologne wants to protect residents and revelers during Carnival
127759	Pop singer Gus Backus is dead
127760	Cologne police search for EC card fraudster
127761	Fight in Euskirchen ends in stabbing
127762	Brexit warning for Britons in the Bergisches Land region
127763	Prib comeback postponed: 96 pro injured in training session
127764	Brexit: London and Brussels on the way to a formula compromise?
127765	"Peace Prize of the German Film for ""Bully"" Herbig"
127766	Automatic car started from passenger seat: accident
127767	Amri case becomes an agent thriller
127768	Weak game, half-empty stadium - Bayer's dismal farewell from Europe
127769	Police stop 19-year-old with motorcycle in trunk
127770	Cologne police officers catch two fake policemen
127771	Mountain biker Sabine Spitz wins season opener
127772	"Zartbitter boss accuses Cologne daycare center of ""gross errors"
127773	Big coal debate: SPD wants to force Laschet to take oath
127774	Will RWE be drilling for geothermal energy instead of coal in the future?
127775	Meghan Markle's baby shower in New York enrages Brits
127776	Rock musician Tobias Sammet conquers the top
127777	NRW school minister talks to protesting students for the first time
127778	Cologne archive collapse: 9000 documents restored so far
127779	MSV Duisburg: Tashchi out for a long time
127780	This is how the Eros Ramazzotti concert was in the Cologne Arena
127781	Special session in the NRW state parliament on the Lügde police scandal
127782	Hamburg band Meute brings the Live Music Hall to tremble
127783	Podolski loses with Vissel Kobe in season opener
127784	Brexit: Pressure on Theresa May is growing
127786	What to do when you fall in love with someone else in a relationship?
127787	Hannover 96 brings Uffe Bech back into the Bundesliga squad
127788	"""Colorful instead of blue"" - With creativity against binge drinking"
127789	Europe's top leagues: Bundesliga ahead in goals and spectators
127791	Cologne elementary school students celebrate carnival during recess
127792	Depeche Mode in rockabilly sound
127793	Perpetrator attacks woman at the Hitdorfer See - trial start
127794	The 23rd Bundesliga matchday in the telegram
127796	Combined athlete Frenzel becomes world champion for the sixth time
127798	SPD wants a police station for Bergneustadt again
127799	TV detective Magnum comes back
127800	"""The president owes her everything"""
127801	Plus of almost two million in Waldbröls city coffers
127802	Fake policemen tried to steal valuables
127803	Tractor wobbles near Bonn and tips over onto car
127804	Vox brings remake of cult series back to TV
127805	Memorial stone removed immediately after protest
127806	Presentations and proposed solutions on the subject in Thier
127807	Weghorst in Wolfsburg squad for Gladbach game
127808	Rossmann recalls corn wafers because of possible metal splinters
127809	1st FC Cologne contradicts Lukas Podolski
127810	Lindlar quarry has filed for insolvency
127811	Responsible police officer relieved of duties
127812	Fortuna Köln aims to maintain unblemished record against Jena
127813	Bayer expects wave of lawsuits over weedkiller
127814	What the flash action on the Hui hill has brought
127815	Crossing of Kapellenstraße should become safer
127816	Rodenkirchen High School becomes the Gürzenich
127817	Deutz swing bridge celebrates silly anniversary
127818	Local labels show sustainable fashion from Cologne
127819	Cologne police arrest men after violence in shisha bar
127820	Peter Bosz's encounter with the past
127822	"""Cologne can't keep up with the Rosenmontag procession""."
127823	Artist Maren März presents works in Cologne
127824	1500 people demonstrate against AfD New Year's reception
127825	Ex-FC coach Peter Stöger opens Viva Colonia
127826	On the way to the party carnival
127827	Many prominent faces and a quota of women
127828	Fashion czar Karl Lagerfeld cremated near Paris
127829	North Korea asks UN for help over food shortages
127830	Ski jumper Leyhe cancelled for World Cup singles
127831	Werder without Bargfrede against VfB - starting debut for Sargent
127832	Evidence disappeared in Lügde abuse case
127833	WDR media library with its own documentary channel
127834	"""Axe murder of Hünxe"": Trial begins"
127835	Bielefeld stops Union Berlin's home winning streak
127836	Greuther Fürth spoils Heidenheim's jump to third place
127838	Patriots owner investigated for promoting prostitution
127839	Car falls into three meter deep hole in construction site
127841	Accusation against Frauke Petry may be weakened
127842	Sharks lose tough fight in Augsburg
127843	The great secret of the Cologne sharks
127844	Duo S!sters wins German ESC preliminary round
127845	Duo S!sters wins and represents Germany in Israel
127846	VfB Stuttgart fights for a point at Werder Bremen
127847	How to live with 1000 euros of unconditional basic income
127848	Bayern's basket players concede defeat at Real Madrid
127849	Union wants to supply arms to Saudi Arabia again
127850	Hitzlsperger: Weinzierl also on the bench against Hannover
127851	EHC Munich wins top match in Mannheim
127852	Wöhler family in Mallorca
127853	R. Kelly accused of sexual abuse
127855	"César Film Awards for ""Shoplifters"" and Robert Redford"
127856	The Russian sound in the ear
127857	The great breaker
127858	Reunion gives hope
127859	"World champion Frenzel: ""I seem to need the pressure""."
127860	Protests announced: AfD New Year's reception in Münster
127861	What do protein shakes and protein bars do for muscle building?
127862	Unknown break open cave where bats hibernate
127863	Best-known kiosk becomes a drop-in center for the homeless
127864	Café Loyal in Siegburg offers pure vegan assortment
127865	Construction of the high school is expected to cost more than ten million
127866	Police warns against dubious energy consultants
127867	Drivers of the carnival floats await challenge at the Dom Hotel
127868	R. Kelly surrenders to police in Chicago
127869	This brings the winter sports on Saturday
127870	Rail competitor Flixtrain also runs from the zoo from May
127873	Parkhotel in Bad Münstereifel largely destroyed
127875	Rail competitor Flixtrain wants to run more trains
127876	Spaniard allegedly killed and dismembered mother
127877	"Julian Brandt: ""Bosz gives me a lot of freedom""."
127878	Union and SPD argue about climate protection law
127881	Roads near Troisdorf closed at night until the beginning of May
127882	Expansion of high-speed Internet in Rhein-Berg gets underway
127883	Noticeable relief in the emergency service in Oberberg
127884	Schoofs objects to excavations
127885	Scholz insists on basic pension without means test
127886	Greens in Euskirchen district want to retain runoff election
127887	GWG builds affordable apartments in Pulheim
127888	Amri's friend recreated IS executions in asylum seekers' home
127889	Suspended sentences for arms exports to Mexico
127890	733 Cologne fourth-graders rejected by comprehensive schools
127891	Cutting trees for construction boom causes squirrel distress
127893	"""Spoils of War"": Director Qurbani writes for the theater"
127894	"""Golden Raspberries"" for Donald Trump and ""Holmes & Watson"""
127895	Singer Annett Louisan ends baby break
127896	19-year-old drives into tree in Nümbrecht
127897	Wife lets husband drive drunk and without license
127898	"Leverkusen's Brandt: ""Bosz gives me a lot of freedom""."
127899	This brings the winter sports on Friday
127900	BGH: May Unitymedia use customer routers for additional WLAN?
127901	Dog bites three-year-old in the face
127902	Planned escalator art at Cologne's Ebertplatz comes later
127903	"Nino Pkhikleshvili from Georgia: ""I like to help!"""
127904	3:1 victory - Modeste is the match-winner with a brace
127905	Hoffenheim's Joelinton in talks with Newcastle and Leipzig
127907	New trees that defy climate change
127908	Accident on A 40 with casualties: Problems with emergency lanes
127909	Saudi sisters fear deportation to their homeland
127910	Cardinal Marx calls for an end to the cover-up
127911	Berlin giant mona lisa needs facelift
127912	Fast food chains welcome Klöckner's push on food waste
127913	Abuse scandals: Marx calls for an end to the cover-up
127915	Fire destroys house: woman rescued, dog dead
127916	Opera director wants further talks in Barenboim conflict
127918	Motorist purposefully drives over firefighter's foot
127919	BVB under pressure after winless streak - return of Bosz
127920	Dog saves mistress and dies himself
127921	Mistake in abuse investigation: police chief cracks down
127922	In carnival (almost) everything is allowed
127923	"Meuthen criticizes ""reckless radicals"" in the AfD"
127924	Narcotics officers at concert of rapper RAF Camora
127926	City of Cologne assumes damage worth billions
127927	Tree cutting endangers baby squirrel
127928	Modeste redeems weak Terodde - the individual critique
127929	Blunder at Stelter carnival appearance after double-name joke
127930	Darmstadt 98 with liberation strike against Dynamo Dresden
127931	St. Pauli back in the fight for promotion
127932	Kiel has its sights set on the promotion places again
127933	Modeste scores for Cologne win - St. Pauli and Kiel win
127934	Bauhaus anniversary in Dessau opened with construction site party
127935	Despite Kane's goal: Tottenham Hotspur loses at Burnley
127936	SV Sandhausen loses 1:3 at 1. FC Köln despite lead
127937	"""Fourth letter in the doctors' puzzle not a """"C"""""""
127938	Lawyer: Heirs obtain penalty payment order against Facebook
127939	FC must perform differently, otherwise the season will remain a great torment
127941	German double victory in Innsbruck
127942	Found shard: Cologne museum writes letter to child
127943	Six-year-old sends shard to Roman-Germanic Museum
127944	"""Frauke"" brings a lot of sun at the weekend"
127945	FC Bayern draws level with Dortmund - Martínez strong again
127946	Nerves are on edge at the Academy
127947	Kim Jong Un travels by train to summit with Trump
127948	Debacle for Augsburg - negative trend continues
127949	Heidel to step down at the end of the season at the latest
127950	VfL goes from strength to strength - Clear win in Mönchengladbach
127951	Modeste's goal turns the game around for Cologne - analysis
127952	Left wants to seize vacant apartments across Europe
127953	"Coman replaced with injury- Kovac: ""Have to wait and see""."
127954	Schalke 04 goes down in Mainz: Heidel quits
127955	"Children in ""house of horrors"": US couple pleads guilty"
127956	"Weidel calls accusations ""ridiculous"
127957	These are the speakers at the Cologne Carnival
127959	Bayern puts BVB under pressure - Schalke's Heidel quits
127960	New logistics center in the North Industrial Park
127961	Lufthansa's shortest flight connection under criticism
127962	Report: Kim travels 4500 kilometers by train
127963	Paris Saint-Germain wins 3:0 against Nimes
127964	"Maduro stops aid supplies - USA speaks of ""sick tyrant"""
127966	Nuremberg misses draw in shorthanded: Late 1:2
127968	Man stabbed with knife in Düsseldorf old town
127969	What speaks for a Leverkusen victory at the league leader
127970	Venezuela breaks off diplomatic relations with Colombia
127971	Von der Leyen: Expansion of sports funding is conceivable
127972	Five-year ranking: Bundesliga gap grows again
127973	Düsseldorf loses top match against Ochsenhausen in Munich
127974	At least one dead in avalanche in German Alps
127975	"Reuter: Coach Baum ""not our issue at all""."
127976	Roy Hodgson oldest coach in Premier League history
127977	The princess of the Fiat patriarch is dead
127978	Norwegians win at World Championship Skiathlon - Germans miss Top-15
127979	"""Young soccer players are like wild horses""."
127980	Car rolls into the Main - car carried away by current
127981	German consumers are particularly optimistic
127982	Venezuela: Maduro uses force to stop aid supplies
127983	Artist wants to design swimming pool - municipality is in favor, but does not pay
127984	Connection to be improved - every half hour to Cologne
127985	American band confused about accommodation in the monastery
127986	First results on Rhine bypass project presented
127987	City of Leverkusen does not want a hotel in the industrial park
127988	How Werner Baecker shaped the city - and was antagonized
127989	Full nighttime closures announced on A1 near Cologne
127990	Defeats for German NBA stars Nowitzki and Schröder
127991	Eastern states ten times more dangerous for asylum seekers
127992	Havertz: Hardly any time left for piano lessons
127993	Aidshilfe establishes community grave for HIV victims
127994	Oberwiehl fire station goes into operation in March
127995	Prank's special moment of happiness
127996	"Hannover President Kind: ""Relegation would suck""."
127997	Afghanistan's first ski lift in operation
127998	Two dead bodies found in Paderborn: Homicide detective investigates
127999	"Resentment among the Left over ""gutted party conference"
128000	"""Amazon Air"" plane crashes near Houston - no survivors"
128001	Raid against clans in Gladbeck: Shisha bars controlled
128002	Pope promises crackdown - measures lacking
128004	Looking to the future: Nagelsmann competes in Leipzig
128005	"""People want to get closer and closer to the cars""."
128006	Birgit Lernbecher leaves women's counseling center in Gladbach
128007	Parking on Schleiden monastery square becomes easier
128008	Workers clear out lots of garbage - demolition in summer
128009	Young Belgians deliver suspected car race in Cologne
128010	Baum under pressure after Augsburg debacle
128011	Dynamo Dresden suspends coach Maik Walpurgis
128012	Drunk rams advertising sign for alcohol free driving
128013	"""If Beale Street Could Talk"" Clears Indie Awards"
128014	"Policewoman Nadine Berneis crowned ""Miss Germany"
128015	Hertha coach Dardai hopes for Torunarigha return
128016	Parrot Rosalinda from Pippi Longstocking has died
128017	Director Stanley Donen died
128018	Red in record time: Pereira exacerbates Nuremberg crisis
128019	Cone shoots Fortuna Cologne to victory in Jena
128020	"""Elvis is simply inimitable"""
128021	Ben Hanowski and Rok Ticar probably fit for derby
128022	Armani's Rhapsody in Blue in Milan
128023	Thousands of people protest again against planned copyright reform
128024	Friedrich is the first bobsleigh pilot to win all races of the season
128026	CDU wants to involve Neue Bahnstadt GmbH on Remigius
128027	Opladen parking spaces - politics can only do it wrong
128028	Pippi Longstocking parrot died
128029	How the situation escalated in the Cologne daycare center
128030	Consultation on Weilerswister budget postponed
128031	The farewell in King George is a new beginning
128032	Tom Schilling on the red carpet
128033	Consultations without any discretion
128034	Fortuna Düsseldorf without goalkeeper Drobny after metacarpal fracture
128035	German rush for the Oscar
128036	CDU faction wants to counteract the decay at the station
128037	"""FC Messi"": jubilation over 50th treble - but malice for Barça"
128038	Düsseldorf without goalkeeper Drobny for the time being after metacarpal fracture
128039	"Hoeneß: Bayern to ""splurge"" on summer transfers"
128040	Gladbach triumvirate learns from the fire department
128041	Proverbs for the 23rd matchday of the German Football League
128042	"Hennef still traumatized after ""horror clown"" attack"
128043	German coach Löw indicts Bundesliga pros
128044	Toddler weighs 30 kilos at just under two years - parents worried
128045	Director Stanley Donen is dead
128046	"Löw on the Bundesliga title fight: ""Will be exciting""."
128047	Man is hit by branch while cutting tree - and dies
128048	Alleged interest in Joelinton amuses Rangnick
128049	German consumers are particularly positive about the future
128050	Criticism of Ukrainian ESC singer Maruv
128051	Hoeneß plans trial period for chief candidate Kahn at FC Bayern
128053	Pope's speech was one big evasion
128054	Broadband is not available for everyone in Weilerswist
128055	"FC Bayern plans farewell game for ""Robbéry"
128056	Drunk man falls on tracks in Hamburg and dies
128057	"Policewoman Nadine Berneis crowned new ""Miss Germany"
128058	Woman enters stage after double name joke of Bernd Stelter
128059	Man arrested after domestic violence against mother
