aid	deepl_title
132408	New search for Rebecca an See in East Brandenburg
132409	Pinkwart sees boom in wind power - industry reacts with surprise
132410	"""Captain Marvel"" ahead of two newcomers"
132411	German Congress of School Principals: Report Card for Education Policy
132412	Chancellor, ministers and state secretaries receive more money
132413	20-year-old woman gets onto grass verge and rolls over
132414	Ex-girlfriend's house set on fire: Defendant remains silent
132415	Police launch investigation into cruise drama
132416	Two seriously injured in traffic accident on the A555
132417	"Police are on the trail of ""wedding guests"
132418	On the racetrack the horses are loose again
132419	"""The whole concept is wrong"""
132420	Nadja Uhl: Constant drug offers in Berlin-Wedding
132421	Construction worker seals hole with thumb
132422	Tennis bully Nick Kyrgios messes with fan
132423	Götz Alsmann brings Italian flair to Euskirchen
132424	Kind also wants to give up 96 managing director post soon
132425	Heckler & Koch employees to perform work for free
132426	Soccer: Police costs dispute before decision
132427	83-year-old senior woman searched for days
132428	Like carnival but with arrows
132430	Transport operator Hückebräucker sees himself as winner after verdict
132431	Scheuer's bicycle helmet campaign is sexism in its purest form
132433	Luxury cars block A 3: Presumably for wedding photos
132434	Police search with description for knifeman from Deutz
132435	Pigeon flies around for days with crossbow arrow in body
132436	Foreign giant birds plunder fields - and become more and more
132437	Protection for several persons from escaped detainee
132438	Dead man discovered after apartment fire
132439	Why you should never clean smartphones with glass cleaner
132440	British plane flies in the completely wrong direction
132441	Behind the scenes of the elephant park with ksta.de
132443	New love in the playoffs
132445	Police arrest suspected burglar at Ebertplatz
132446	Israel flies retaliatory strikes in Gaza Strip
132447	DRK launches new counseling service in the Oberbergisch district
132448	White roebuck from Mönchengladbach enjoys the sun
132449	Schachmann second at the start of the Tour of Catalonia
132450	Drabenderhöhe brass band performs gripping musical drama
132451	Rap machine with educational mission invites to hip-hop festival
132452	School wants to investigate rioters in Nümbrecht-Berkenroth
132453	The fatal crack in the roof beam
132454	Trump recognizes sovereignty of Israel over Golan Heights
132455	New measles cases in Oberberg worry public health officials
132456	After rocket fire: Israeli air force attacks Gaza targets
132457	Unknown destroy windows at the bus shelter
132459	Drunk driver rams several cars in Cologne-Chorweiler
132460	Badminton Bundesliga team manages to stay in the league
132461	Bömmel Lückerath doing better after collapse
132462	Second racism incident at international match against Serbia?
132463	Mönchengladbach's white roebuck dares to come out of winter hiding place
132464	Posters with new company name installed in Cologne
132465	Picture with ambassador: Campino is now British
132466	Lack of staff slows down daycare project in Neunkirchen
132467	Ford could produce longer in Saarlouis - worries in Cologne
132468	Cum-Ex tax deals cause a stir: Statute of limitations?
132469	Father: Neymar already negotiating extension at PSG
132470	Experts expect many ticks
132471	Bayer pays hundreds of millions for blockbuster Xarelto
132472	Refurbishment of light rail in NRW costs billions
132473	Terodde and Czichos back
132474	Flight London-Düsseldorf lands in Edinburgh by mistake
132475	How Karl-Heinz Schnellinger found happiness against and in Italy
132476	Peter Bosz reveals his coaching secret in his first interview
132477	New damper for Boeing: Airbus wins major order
132478	"""Park and Joy"" to help with the search for parking spaces in Bonn"
132479	Apple announces video streaming service and more subscription services
132480	The time change is more unpopular than ever in Germany
132482	Torunarigha drops out for Hertha due to injury
132483	Zero gravity party with numerous celebrities
132484	Apple announces its own streaming service
132485	Luxury cars block A3 - presumably for wedding photos
132486	Oliver Kahn: Ups and downs in the DFB team normal cycles
132487	Hamas announces ceasefire with Israel after rocket attacks
132488	"Klinsmann after Buchwald resignation: ""Anger in the belly""."
132489	Portugal draws again - France and England win clearly
132490	Markus Lanz defends his travels - and criticizes Merkel
132491	A diva in red - Diana Ross turns 75
132492	For heaven's sake
132493	Hille triple murder: psychiatrist presents expert opinion
132494	Driver gives money to child after accident: suspect caught
132495	Ford's German boss defends restructuring program
132496	The difficult
132497	Terrifying journey into the ego
132498	Walking to school with safety
132500	Verdict expected in fatal car racing trial in Berlin
132501	GfK publishes data on consumer sentiment
132502	Annoying way to the Roman-Germanic Museum
132503	Moms want to show what real sex looks like - and produce porn themselves
132504	Treasurers in the Rhine-Sieg district sound the alarm
132505	"""The appearance of the city has improved""."
132506	Who is to blame for the crash after the soccer fairy tale?
132508	Chainsaws, tractors and singing bowls
132509	The club must atone for its adventure with a high price
132510	Many customers take advantage of on-site offer and no longer borrow anything
132511	NRW government creates opportunities for tolerated foreigners
132512	Minister wants to advertise with successful integration stories
132513	Soccer clubs to pay for police operations - court rules
132514	"Ralf Schumacher: Leave nephew Mick ""a bit more alone""."
132515	Pentagon pledges $1 billion to Trump
132516	Concept for rerouting is in place - what is important now
132517	Major cities woo German teachers with bonuses
132518	House of Commons forces vote on Brexit alternatives
132519	Ehrenfriedstraße in Brauweiler gets a speed limit
132520	40 kilometers of hiking trails need to be re-marked
132521	Sabine Lautenschläger was a guest at her former school
132522	Places at Gladbach elementary school are becoming scarcer
132523	Pas de deux with six women
132524	Mandy Moore gets Hollywood star and compliments
132525	71 year old motorist dies after quarrel
132526	Is aviation threatened by another chaotic summer?
132527	Justin Bieber focuses on health and family
132528	The state must pay stakes - and not the soccer clubs
132530	Analysis: Wind turbines kill billions of insects in summer
132531	Wincent Weiss angry about missed birthday parties
132534	There will soon be even more music at Cologne's Eigelstein
132535	School classes can apply for bicycle project
132538	Cycling without root hills
132539	Comedy evening at the Dorint Hotel
132540	Live music on cell phone
132542	Elementary school and bike path on the plan
132543	Garbage collection as a community action
132544	All too deep cut
132545	Rise of the rose picker
132546	Musical journey through Latin America
132548	"Rodenkircheners criticize new ""forest quarter"
132549	Through Latin America with music
132551	Sports facility to be connected with Cologne green belt
132552	"""Experienced horrific, but not broken""."
132553	ABOUT THE PERSON AND THE BOOK
132554	Does good advice have to be expensive?
132555	Remembrance of four former pupils of the Kreuzgasse grammar school
132556	Annett Louisan pays more attention to herself
132557	Alanis Morissette expecting third child
132558	"Social worker demands: ""Disarm our young people""."
132559	City to save the Odysseum in Cologne
132560	House in danger of collapse after explosion in Hürth
132562	Palestinians continue to fire rockets - Israeli airstrikes
132563	Conor McGregor declares MMA career over
132564	EU Parliament votes its position on time changeover
132567	Climate protection in transport: Commission without a common line
132569	Spring awakes only slowly in NRW
132570	Because of threats: Several city halls evacuated
132571	Solar bike path in Erftstadt closed and covered up
132573	City halls evacuated in at least six German cities
132574	Deutsche Wohnen increases profit through higher rents
132575	Mario Adorf's earliest memory is from 1934
132576	Body found in Erft flood channel near Kerpen
132577	Brühl castle park starts the garden season
132578	"""Unger Uns"" concert celebrates comeback with Johnny Logan"
132579	Brexit threatens profits and jobs of German automakers
132580	Junction in Drabenderhöhe is now illuminated
132581	Why a search engine from Holland should be better than Google
132582	Parts of the Quadenhof are to become residential and office space
132583	Diakonie cares for siblings of disabled children with project
132585	"Dispute over assumption of costs in soccer - ""landmark ruling"
132586	Truck hits cyclist in Cologne-Lindenthal - victim seriously injured
132587	Horror injury shocks NBA pros and spectators in the arena
132588	"Cult café takes ""winter break"
132589	Pug dispute: City does not believe plaintiff will succeed
132590	Very hot tea increases risk of esophageal cancer
132591	Cologne man successfully blogs about watches
132592	"""Five minutes of sex should be doable for almost everyone"""
132593	Rewe does not build planned headquarters in Deutz harbor
132594	England hopes for support from Uefa
132595	Copyright Decision Day
132596	Boy pulls little sister out of burning car
132597	"Station wagon races into the ""Reiterstübchen"" in Waldbröl-Happach"
132598	Werner thwarted in DFB squad - club future open
132599	Uli Stein: HSV must set the course in good time
132600	Lake in Melbourne turns pink again and again
132601	Demand for all-day care in Niederkassel is growing
132602	Residents in Euskirchen fear for cherry trees
132603	"Band Tily shoots music video in Gummersbach ""Treppchen"
132604	1.16 billion euros for four players
132605	"""Alarm!"": The big tremor around Cristiano Ronaldo"
132606	Car dragged by streetcar
132607	Just no indoor fantasy land in the Odysseum in Cologne
132608	Record champion Düsseldorf with Boll facing playoff exit
132609	Report: World champion Lucas Hernández to join Bayern in summer
132610	Bertelsmann with profit in the billions
132611	24-year-old man in fatal accident during overtaking maneuver
132612	These restaurants in Cologne serve delicious Poké Bowls
132613	"Fight against the apocalypse: ""Good Omens"" is coming"
132614	Kudamm speeder again sentenced to life in prison
132615	Why there are particularly many ticks in 2019
132616	Park on Birch Way closed for a few days
132617	Christchurch bomber apparently donated to Identitarians in Austria
132618	Singer Kerstin Ott goes on tour in Germany in autumn
132619	Stolen Picasso found in Amsterdam after 20 years
132620	Schumacher makes test debut in Ferrari - change with Vettel
132621	Rose racially insulted: England reports incidents
132623	Schalke extends contract with attacker Burgstaller
132624	A forgotten chapter: Van Gogh in London
132625	European Parliament votes for copyright reform
132626	Police seize cocaine worth 1.2 million euros
132627	Party and concert at the Francofolie Festival in Cologne Südstadt
132628	"Pechstein on doping suspicion: athlete should ""reveal"" himself"
132630	Mainz 05 takes option on Onisiwo - striker stays until 2020
132632	"Professional soccer ducks away from violent ""fans"
132633	Appeal for donations for Cologne bike race
132634	Deutsche Bahn upgrades ICs: Free WLAN and new cushions
132635	42-year-old stabbed to death: Teenager turns himself in
132636	These are the 10 best series in April
132637	Offender surrenders to police at Cologne main station
132639	Pilot justifies momentous decision
132640	"Harald Glööckler: ""I am a walking spare parts warehouse""."
132641	Burscheid gas station employee confronts suspected thieves
132642	Employees at Ford's Cologne plant hope for clarity
132643	Police emergency calls are no longer lost
132644	BVB pros Witsel, Götze and Alcácer back in training
132645	Eintracht lawyer: prevent fan exclusion at Benfica
132646	DFB women: Schult, Oberdorf and Dallmann return
132647	Buses pulled from traffic in Cologne-Pesch
132648	Why we should never post photos of our children on the web again
132649	Vice could step up for chief who is permanently ill
132650	Rear-end collision with three fatalities: Prison sentence for truck driver
132651	New Huawei smartphone P30 Pro has four cameras
132652	Europe's top clubs stick to boycott of new Club World Cup
132653	This is how many marriages of convenience were uncovered in Germany
132654	Order service must leave Deutz town hall
132655	Battle of the dessert professionals in Cologne
132656	Girls tear 80-year-old woman to the ground in lime
132657	Timo Horn on promotion and his slip-up in the first leg against Kiel
132658	How homeowners protect themselves from flooding
132659	Cologne NS Documentation Center has to turn away visitors
132660	New bishop walks as a pilgrim through Hesse
132661	Fire destroys wooden hut in Mucher forest - many trees damaged
132662	Flixtrain runs from Cologne to Berlin starting in May
132663	Cologne Sharks get Jon Matsumoto
132664	Pavel Pogrebnjak punished in Russia for racism
132665	15-year-old shoots at three classmates with softair pistol
132666	Merkel taunts Trump
132667	No suitable space suit for astronaut
132668	Are the warnings on booking portals accurate at all?
132669	63-year-old pedestrian succumbs to his injuries
132670	Lauterbach nurtures hope for the Rhine tunnel
132671	"""I didn't have a second life like normal people have"""
132672	Compulsory break for injured Hoffenheim player Nelson
132673	Petersen in favor of Grifo staying at SC Freiburg
132675	Companies at Chempark invested more than ever in 2018
132676	High-tech driving aids for cars soon mandatory
132677	Motorcycle riders deliver wild scuffle in the race
132678	Trailer with chemicals detaches from tractor
132679	Charges against Jussie Smollett dropped
132680	Cacau regrets individual statement after racism accusation
132681	Dispute police costs for soccer - waiting for the verdict
132683	Ameluz should also help against acne
132684	Why a man from Cologne did not become a dog trainer after all
132685	Self-confident, strong-willed, hearty: Jutta Speidel turns 65
132686	"Stelling's ""Sheep in the Dry"" Out of Print"
132687	Clear the stage for Leichlingen talent
132688	Proceedings on World Cup affair: Swiss investigators question Blatter
132689	"""I'm a walking spare parts store""."
132690	Drilling work at Leverkusen intersection
132691	Chief executive vacates post following allegations
132692	Social projects from all over Oberberg wanted
132693	280 elementary school students were allowed to breathe circus air
132695	Waldbröler design their own ideas for Merkur site
132696	Elektro Bremer has been on the Kölner Straße for 90 years
132697	90 minutes full throttle with AnnenMayKantereit
132698	Case against messenger dropped against payment of 300 euros
132699	Poststrasse in Bonn gains in importance
132700	Amri inquiry committee allowed to inspect intelligence files
132701	whetting the appetite for the Beethoven Year 2020
132702	Trampelpfad in Cologne Vingst is to become dog meadow
132703	Ford cuts 3800 jobs in Cologne
132704	Sarah Wiener raves about bees
132705	Gebauer calls for mandatory vocabulary for elementary school students
132706	Wirecard: Suspected criminal violations in Singapore
132707	"""I understand the addiction factor"""
132708	Absenteeism due to mental health problems increased sharply
132710	Hamburg is breeding capital: sparrow and starling in danger
132711	Cologne cable car starts again today after gondola drama
132712	Werner Wolf is considered the favorite for the chairmanship at 1. FC Köln
132713	This is what Wehrle says about the clubs' participation in police costs
132716	Weather service wants to warn farmers earlier
132717	Sophia Thomalla thinks the bicycle helmet campaign is good
132718	Fortuna defeats Viktoria in injury time
132719	German U19s miss out on European Championship ticket - U17s still have hope
132720	"BUND: ""Geißbockheim should never have been built""."
132721	3800 jobs eliminated - criticism of Mayor Reker
132722	Mexico demand for apology outrages Madrid
132724	Argentina wins without injured Messi in Morocco
132725	Fortuna consolidates status as Cologne's number two - for now
132726	European Union ends naval deployment off Libyan coast
132727	Germany's U21 defeats England 2:1
132728	Cause of fire in Burscheid still unclear
132729	Emergency landing of Boeing 737 Max in the USA
132730	Boeing 737 Max forced to make emergency landing in the USA
132731	E-commerce center in Zülpich becomes a sticking point
132732	Records, facts and figures about Eitorf
132733	Companies lay two separate fiber optic cables in Scheuren
132734	Biofrontera grows with one-dollar deal
132735	Grave care to be taken over by professionals in Burscheid
132736	Wesseling wants to polish up image with campaign
132737	Drug dealer wants to escape from Australia with jet ski
132738	Cologne is Ford and Cologne remains Ford
132739	State and railroad funding so far only for freight line expansion
132740	German impostor on trial in New York
132741	"""Many don't want to integrate at all""."
132742	Searching for bark beetles in the Oberberg region with an app
132743	Driver seriously injured in accident - closure lifted
132744	USA vs. Chile - Pulisic goal not enough for victory
132746	These celebrities come from Eitorf
132747	Gladbach students get to the heart of politicians
132748	City of Leverkusen to woo flea market organizers
132749	Mayor wants to close pond hall in Blankenheim
132750	Kate apparently overthrows with best friend
132752	Still no trace to the mother of the dead baby of Glinde
132753	Natalie Portman caught stalker on estate
132754	Every third apple spritzer fails the test
132756	Elementary school students should learn to write correctly
132759	Bus crashes into mourners
132761	Where car freaks can spend the night in a Ford Capri or VW Beetle
132762	Grill experts from Cologne reveal their favorite recipes
132763	Tote Hosen film celebrates NRW premiere
132764	Waldbröler culture meeting place becomes 30 years old
132765	Investigations against Higher Regional Court lifted
132767	Defendant lived with twelve identities
132768	Associations see dangers for cyclists on Kürten roads
132769	Manfort should keep its old borders
132770	Signature list with names of dead delivered
132771	Interactive school musical comes to Erftstadt
132772	Conor McGregor denies serious allegations
132773	"""What a dusty administrative city""."
132774	Going out in Bonn? Why not! 12 Tips from Bonners
132775	Thief steals four bottles of perfume - prison
132776	Nine baby nurses report pregnant at the same time
132777	Vienna police arrest IS terrorists
132778	Edmonton celebrates outstanding Leon Draisaitl
132779	Motorist too drunk for alcohol test
132780	Cologne lawyer is often late - judge reacts cleverly
132781	Man wants to exchange stolen goods with forged receipt
132782	"Only half is ""good"" - what matters when buying trampolines"
132783	Justice department rejects plans for surveillance of children
132784	"Bad Godesberg suffers from the image of violence and ""Arabization"
132785	Great concern for Cologne's motto queen Marie-Luise Nikuta
132786	House of Commons votes on Brexit alternatives
132787	President Donald Trump is an embarrassment to many U.S. citizens
132788	Warning strike at Eurobahn: Train cancellations until noon
132789	Reconstruction of the Bernberg in Gummersbach progresses
132791	Motorcyclist slips and seriously injures himself
132792	Cities on the Münster-Dortmund rail line want improvements
132793	Federal government to return two paintings to heirs as Nazi looted property
132794	Unknown person runs onto the track - injured after KVB emergency braking
132795	Police send hefty bill after false bomb threat
132796	Masterless dog tears toddler cheek
132797	Is Bayer 04 talent Havertz heading for Munich?
132799	Raid on Swedbank's main headquarters
132800	MAD lieutenant colonel acquitted in Cologne
132801	A Chempark of records
132803	Optician chains do not perform well in test
132804	Hit king Jack White has sixth child
132805	Greta Thunberg comes to Potsdam and Berlin
132806	Goalkeeper Öczan stays until 2020
132807	"U21 ready for European Championship title defense - Kuntz: ""Basis laid""."
132808	Leverkusen extends contract with substitute goalkeeper Özcan
132809	Eggestein has made decision about future
132810	Protest dismissed: Ducati retains victory in MotoGP opener
132811	Fraudsters steal from woman with cloth ritual in pedestrian zone
132812	Gas prices rise sharply
132813	University graduates are drawn away from eastern Germany
132814	Drunk spectator riots at basketball game
132815	Maximilian Eggestein has made decision about future
132816	Schwerin shows Marcel Duchamp collection
132817	Steering wheels stolen from three BMWs in Leverkusen
132818	Which documents you must keep and which can go away
132819	Verdi wins through with new collective agreement at Ryanair
132820	Police Rhein-Erft appeals to fugitive drivers
132821	Emirate of Qatar opens National Museum
132822	"Max Kepler: ""Would also play for the minimum salary""."
132823	Unknown man tried to rob woman at ATM machine
132824	Ministry: First indictment in cum-ex cases soon ready
132826	Ducksch and Kownacki back in team training in Düsseldorf
132827	Managing directors alleged to have illegally collected royalties
132828	Deutsche Bank announces information before the end of April
132829	Spahn calls on striking students to take concrete action
132830	This is how fraudsters are now exploiting the change in the TAN procedure
132831	Right lane closed on Rodenkirchen bridge
132832	Alleged hacker attack turns out to be an operating error again
132833	FC Ingolstadt and Harald Gärtner end cooperation
132834	2100 residents affected - defusing planned for 10 p.m.
132835	Farewell for bikers - With the motorcycle on the last journey
132836	Grand coalition wants to support cinemas in rural areas
132838	Cherry blossom in Bonn becomes an Instagram hit
132839	City tour shows places from the life of Jacques Offenbach
132840	FC Bayern signs Lucas Hernández for record sum
132842	Abuse expert raises accusations against Archdiocese of Cologne
132843	"Robert Redford: ""I am a fan of Angela Merkel""."
132844	Infineon cuts profit forecast and scares the stock market
132845	Sharks get impatient before next duel with Ingolstadt
132846	New board has developed the first plans
132847	EU Parliament votes for ban on single-use plastic products
132848	Kindergarten places in Lindlar are increased
132849	Boss takes legal action against sale ad
132850	More clubs react to AfD proximity of their sponsor
132851	EU Parliament votes for stricter CO2 targets for cars
132852	Marketplace in Wipperfürth completely closed without further ado
132853	Holz Richter wants to expand in Klause V, but not immediately
132854	"""Time to put a stop to corporations like Google"""
132855	Victim left seriously injured - trial begins
132856	Lunch in Leverkusen daycare center contaminated with chemicals
132857	Forest fires rage in Spain's northwest
132858	Here's what's next at Ford after the job cuts
132859	Schalke clarifies: Rudy has contract for the 2. league
132860	Boeing 737 Max not yet out of the running at Lufthansa
132861	Dentist convicted of intentional bodily injury
132863	Shoplifter threatens police officer with death
132864	Boeing presents safety updates for the 737 Max
132865	Out in the quarterfinals: VfL women lose to Lyon
132866	"""No money has been misappropriated""."
132867	Animals to be lured into fenced area with food
132869	Police must bring home young family from the Eifel region
132871	Bayer loses important glyphosate lawsuit
132872	Heinrich Breloer: docudrama about Bertolt Brecht
132873	Study: Good staffing is the exception in daycare centers
132874	Need after cyclone in Africa overwhelming
132876	An excursion into foreign cultures
132877	Roof truss on fire in Luisental
132878	Calendar page 2019: March 28
132880	Deutsche Bahn presents balance sheet for 2018
132881	ECJ rules on rebates for German green electricity surcharge
132883	Pulheimer is annoyed about new industrial hall near nature
132884	What changes are coming to consumers in April
132885	Christians criticize the official church in Euskirchen
132886	Closing times for cyclists in Gladbach pedestrian zone remain
132887	Stadthalle is one of the most successful venues in the region
132888	Purchased with card from Leverkusen woman
132889	Cooking with ulna noodles and mourning dumplings
132890	"VfB President Dietrich on Bobic: ""An absolute doer""."
132891	90 soccer fans go at each other before cup match
132892	There is hope for Ford in Cologne - despite all the problems
132894	Bamberg basketball players gain a small cushion
132895	Cologne Cathedral turns off the lights on Saturday
132896	Glyphosate: Bayer to pay U.S. plaintiff $80 million
132897	Goalkeeper Wellenreuther: A normal ball - only from Cristiano
132898	How adults check their vaccination status
132899	These are the 9 best awakeners
132900	Burglars steal cinema technology in Gummersbach
132901	Glyphosate lawsuit: Bayer to pay $80 million
132902	The chaos on the island goes on, on and on
132903	"""This is the best job I've ever had""."
132904	Meeting for lovers in John Lennon Park
132905	Container urgently sought
132906	Out for the Open Stage
132907	Inspired by nature
132908	Radical pruning endangers insects
132909	The Niehler Egg is to be officially called
132910	The drama of the resolution
132911	Shared rooms, shared rent
132912	The large construction site comes
132913	BGH hears case on pharmacy gifts
132914	Students commemorate Jews expelled from Cologne
132915	Windeck's new mayor takes stock of the situation
132916	Odenthal parties oppose CDU plans
132917	Eleven new first-graders face rejection in Euskirchen
132918	A self-experiment as a kindergarten teacher
132919	Market hall could be built on old bunker
132920	Rammstein provokes with concentration camp video and collects much criticism
132921	Patrol car collides with car in Wuppertal
132923	"Bayern star Robben: Use against BVB ""rather unrealistic""."
132924	Huub Stevens: Second chance for suspended Bentaleb
132926	Low-cost carrier Wow Air suspends flights
132927	Air traffic control software problems resolved after eight days
132929	Brunei introduces death penalty for homosexuals by stoning
132930	Find the right awning for any weather
132931	A vacation for great adventurers and small explorers
132932	Almost 4,000 new apartments in Cologne - problems remain
132933	Get flowers and herbs from the weekly market
132934	Europe's most visited music store is in Cologne
132935	Experience the diversity in Bad Marienberg
132936	Discover the event location in the north of Cologne
132937	Man and nature enchant Julia Komp in Indonesia
132938	These clichés and legends entwine around the famous composer
132939	Compromise in bison dispute: Area to be limited
132941	Come to the Bensberg Spring Festival at the beginning of April
132942	Julia Komp explores the metropolis of millions on her own from now on
132943	Julia Komp experiences a changing world in Dubai
132944	This is what fascinates Julia Komp about culinary Oman
132945	Find your new home with yourIMMO.de
132946	The community lacks space to grow
132947	Bad Münstereifel plans eight open Sundays
132948	Investment with retirement provision and future security
132949	Discover nine beautiful hanseatic cities
132950	Civil engineer plans in Garzweiler open pit mine
132951	Secure spring discount on all garden furniture now
132952	This is what you should look for when choosing your sofa
132953	Habeck named Germany's most important politician for the first time
132954	Find past articles in the archive
132955	Relaxed around the reservoir
132956	A revolution of concrete, steel and glass
132957	Discover the beauty of the Côte d'Azur
132958	"Initiative ""Radschnellweg"" scores with different routing"
132959	Von Hirschhausen as guest speaker at VR-Bank Rhein-Sieg
132960	Next low-cost airline ceases operations
132961	Nancy Friske coaches seniors for free
132962	Enjoy music in the Kölner Philharmonie
132963	Mini kangaroo escapes police and fire department
132965	Supermarket in Thailand packs goods in banana leaves
132967	"""When people hear I'm an educator, they get irritated""."
132968	Justina contracted meningococcal disease at age 19
132970	Hofmann on the verge of contract extension with Gladbach
132972	Bayer coach Bosz complains about lack of preparation time
132974	Experience the Höhner Rockin' Roncalli Show in Leverkusen
132975	Dispute over daycare reform: SPD favors complete exemption from contributions
132976	Motorist impaled by wooden stake - dead
132977	Explore the center of excellence for mental health
132978	Ten facts about the nice hoodlum
132979	Podcast: Expert swears by healthy tactics - without starvation
132980	How the Cologne Marathon organizers are taking on Becherberg
132981	How to protect your home from heavy rain or floods
132982	Susan Hoecke plays journalist in Sat.1 thriller
132983	Eleven large windows of the elementary school in Erp broken in
132984	Cologne cable car is on the road again
132985	Set limits and seek exchange when stressed on the job
132986	City of Cologne launches action against stickers on the streets
132987	Worn material led to the accident
132988	Rita Wilson addresses cancer on new album
132989	Defendant must leave courtroom in Susanna case
132990	S Corpus takes a closer look and finds a solution
132991	People at War: The Life's Work of Anja Niedringhaus
132993	Now it is clear which animal killed the kangaroos
132994	Fraudster brings senior woman from Niederkassel around 30,000 euro
132995	Was the composer a real Jeck?
132996	Who are the favorites, who will not
132997	Woman seriously injures her husband while parking
132998	The experts from the Si Ernährungsinsitut will help you
132999	A musical Cologne boy turns 200
133000	Prison officials alleged to have injured foreign prisoners
133001	Heated debate brings no new insights
133002	Researchers find world's longest salt cave in Israel
133003	Munich wants to end Eisbären Berlin ice hockey season
133004	TH degree program targets creative computer scientists
133005	Gregor Gysi and Anke Engelke read speeches from world history
133006	"Arrested man claims to have been ""scared to death"
133007	Turmoil behind the garage: Schumacher Jr. in the spotlight
133008	Air traffic control solves software problem - airspace clear again
133009	SPD wants to restructure school social work
133010	Pensioner transports Shetland pony in small car
133011	With yourjob.de you will find your new job in Rhineland
133013	Ten percent less cargo handled in NRW inland ports
133015	Hanover striker Jonathas stricken before Schalke game
133016	Discover the beautiful Kannenbäckerland
133017	Complications more likely in older fathers
133018	ADFC demands to asphalt missing piece of cycle path
133019	Chip bags from Bergheim carnival procession contaminated
133022	City employee rescues small amphibian from wastebasket
133023	The saddest comedy in history
133025	19-year-olds alleged to have caused fire in Heimbach sports home
133026	"How two people from Bonn cause a worldwide sensation with ""Siegfried Gin"
133028	These events attract visitors to Cologne and the region
133029	Coach Peter Bosz angry about match scheduling
133030	Billions in costs for replacement of transport infrastructure
133031	Prince Charles and Camilla visit Cuba
133032	RWE clears materials and waste from Hambach Forest
133033	Nandus attract to the Ratzeburger lake
133035	Doctor sentenced to 500,000 euros in compensation for pain and suffering
133036	Reda leaves Pirate Party over sexual harassment scandal
133038	Vicky Mützler works for a day at the building yard
133041	Ex-Bundesliga coach bans professionals from the Internet
133043	Find your career path with YourStart!
133044	Is Ford facing the same scenario as General Motors?
133045	Trump wants to smash Obamacare with legal crowbar
133046	This is how artists creatively design old advertising pillars in Cologne
133047	How the Cologne church of St. Gereon got its cross back
133049	Inflation slows to 1.3 percent
133050	Burning tree sets roof truss on fire
133051	Desperate father gives daughter to police
133052	Zoos quickly still exchange animals
133053	- new types of bets and introduction to gallop racing
133054	Accusations of racism against Hornbach after controversial commercial
133055	Well prepared for the derby in the national league
133056	On the way to the sports center in Hackenberg
133057	AS Création does not pay dividend to shareholders
133058	"""I'm already feeling a little queasy""."
133059	Residents in Morsbach vent their anger
133060	Kochhaus is insolvent - Here's how to continue
133062	Trial of three men after dispute over money
133063	Four-time World Cup participant Cahill ends career
133064	Brewers stopped work for two hours
133066	Three Sundays open for sale in Lindlar
133067	Tragedy of Revolverheld in Cologne arena
133068	Politics wants to ensure quality of care
133070	Livestock owners are concerned about their herds
133072	"""Nasty Surprises"" at Festival Gala in the Philharmonic Hall"
133073	"""The AfD is no longer electable""."
133074	"""Our work is viewed positively"""
133075	Road damage causes long traffic jams on Rodenkirchen bridge
133076	Drought put the brakes on profit growth at agricultural trader Agravis
133077	New groups in containers
133078	Roadway rehabilitation of Bahnhofstraße begins
133079	Standards in control of foster parents to be raised
133080	Boeing continued to receive illegal subsidies despite WTO ruling
133081	"Kipping for ""project of upheaval"" with SPD and Greens"
133082	Suspension railroad restarts test runs after accident
133083	Third glyphosate trial has begun - share price plunges
133084	"Bierhoff: ""Glad we only won 3:2""."
133085	"DFB honors ""stroke of luck"" Kohfeldt as ""Coach of the Year"
133086	Accident at Südbahnhof - scooter rider injured
133088	How to prevent infections in skin injuries
133089	Drunk driver wants to pay fine in cash
133090	"Kohfeldt: ""80 million is outside our reality""."
133091	This is how the traders of the Cologne weekly markets cook
133092	Venezuela's Court of Auditors Bans Guaidó from Office
133093	"Aubin to become coach of the Eisbären, according to ""SZ"
133094	"Bierhoff on 80-million transfer: ""One is already twitching""."
133095	"Hearing in Bonn - ""Hell went through my head""."
133097	German government extends arms export ban
133098	Higuaín ends career in Argentina national team
133099	The three from the garbage collection
133100	Demand for larger noise protection zones at Düsseldorf Airport
133101	How to find the right mattress for your back
133102	Film magic scenes
133103	Dax bosses with record compensation
133105	Federal Agency announces unemployment figures for March
133107	Bremen vs. DFL - What is the verdict of the Federal Administrative Court?
133108	20-year-old hit by ICE train: Investigators find headphones
133109	Monsanto lawsuits: Works council backs Bayer CEO
133110	First hydrogen station soon to go into operation
133111	"Why we are only really ""grown up"" at the age of 30"
133112	Half of the parents will not have to pay anything in the future
133113	City wants to increase spending on renovations fivefold
133114	Work in Windeck delayed until early May
133115	The next construction site around Cologne Cathedral
133116	"Reul in favor of winter time and against ""pointer rotation"
133117	Europol asks citizens for help with photos
133118	Hermesdorfer sentenced after finding sculpture
133119	Condominiums have become 14 percent more expensive
133120	Mark Forster makes children and parents dance
133121	Maduro wants to chill Guaidó with a ban on politics
133122	Awo in Rösrath wants to build daycare center for 75 children
133123	Hercules shrubs in the Rhine-Sieg district are to be removed
133124	Pulheim bathing beach comes now nevertheless to the north bank
133125	Managing director remains until 2023
133126	Guardrail to prevent crawl space through residential area
133127	China and the US struggle to settle their trade dispute
133128	The pub stronghold of the Bergisch
