aid,similarity_baseline
128493,"[129193, 128433, 128540, 128115, 127972, 128671, 128376, 128270, 128280, 128515, 129395, 129048, 127882, 127915, 129015, 128970, 128552, 128114, 128347, 128510, 129103, 128884, 129080, 129097, 128764, 128761, 128954, 128189, 128788, 128948, 129208, 127959, 127982, 128065, 128814, 128582, 129105, 128649, 128294, 128441, 129031, 129235, 128084, 128092, 127991, 128602, 128344, 128917, 128217, 128555, 127879, 128574, 128100, 129221, 128624, 127903, 127930, 127868, 129111, 128300, 128099, 127908, 127914, 129187, 128030, 128505, 128667, 129128, 128790, 128843, 128983, 128993, 129204, 129281, 128487, 128522, 129303, 128078, 129245, 128000, 128046, 128045, 128558, 128592, 129061, 129134, 128196, 129058, 129168, 128137, 128639, 128694, 127876, 129047, 128542, 128784, 128669, 128183, 128288, 128018]"
128494,"[128467, 128253, 129299, 129244, 129397, 128675, 129152, 128590, 129380, 128848, 128190, 127950, 129132, 128005, 129400, 128595, 128806, 128544, 127909, 128797, 128256, 129016, 128973, 129237, 128927, 128988, 128105, 128417, 128237, 129258, 128742, 128938, 129383, 128937, 129022, 128033, 128883, 129387, 128432, 129394, 129486, 127871, 129108, 129333, 128001, 129231, 129412, 129421, 128959, 128227, 128049, 128951, 128905, 128880, 128830, 127951, 128354, 128653, 129074, 128102, 127998, 127873, 128961, 129146, 128549, 129201, 128316, 128969, 128559, 129272, 128422, 128391, 128981, 128428, 128576, 127895, 128645, 128319, 128352, 128248, 128038, 127921, 128693, 128770, 128709, 128935, 128550, 128805, 128701, 128745, 128211, 129169, 128921, 128826, 127938, 128611, 128630, 128150, 128017, 128446]"
128495,"[128521, 129316, 128187, 129262, 129279, 128162, 128987, 128035, 128220, 127892, 128422, 129082, 128614, 128513, 127929, 128622, 129037, 129310, 129231, 128277, 127884, 128760, 128020, 128627, 129028, 128944, 129306, 128576, 129298, 128701, 128167, 129296, 129291, 128928, 129195, 128051, 128224, 128673, 128808, 128337, 127852, 127923, 128453, 129102, 128829, 128826, 127856, 128037, 128048, 128421, 128312, 127953, 129204, 128960, 128844, 128482, 128817, 128675, 128153, 129226, 128493, 129326, 129034, 129237, 127899, 129057, 128616, 128060, 129256, 127957, 128361, 129159, 129302, 129155, 127973, 128235, 128977, 128124, 129175, 128539, 128296, 128772, 128791, 127939, 128206, 129220, 128925, 127873, 128968, 129079, 128748, 128028, 128049, 128935, 128824, 128169, 128156, 128863, 128311, 128420]"
128496,"[129016, 128003, 128156, 128033, 128385, 128596, 129308, 129300, 129387, 128495, 129307, 129237, 128916, 129232, 128894, 128662, 127967, 128024, 128644, 128424, 128999, 129035, 127854, 129396, 129380, 128824, 128467, 128974, 129175, 128180, 128826, 129092, 128967, 128710, 128693, 129284, 129421, 129286, 128729, 128646, 128190, 128951, 128760, 129025, 128962, 128575, 128871, 129258, 128166, 127936, 128654, 128697, 128341, 129108, 129375, 128740, 128708, 128086, 128902, 129250, 129377, 128589, 128796, 128903, 128151, 129079, 128001, 128563, 128898, 128214, 127853, 128616, 129334, 129424, 128776, 129414, 128241, 127993, 128979, 128179, 128382, 128319, 128391, 129130, 128152, 128651, 129017, 129205, 128823, 129292, 128460, 129174, 128336, 128831, 128700, 129345, 128050, 128483, 129074, 127955]"
128497,"[128679, 128778, 128615, 128871, 128385, 128024, 129307, 129382, 129378, 129232, 128563, 128967, 128888, 128439, 128597, 128105, 127967, 128936, 128596, 128646, 128319, 129259, 129308, 128642, 128693, 128128, 129016, 129357, 128497, 127860, 128471, 128710, 128708, 129250, 129141, 128651, 128360, 127925, 128691, 128702, 128311, 128606, 128927, 128172, 128375, 129138, 128341, 128589, 129129, 129205, 128218, 128370, 128170, 129353, 129099, 128304, 128685, 128165, 128556, 128022, 127870, 127918, 128110, 128382, 128644, 128383, 129118, 129108, 128429, 129427, 129886, 128961, 128877, 128015, 128460, 128390, 127854, 128222, 128616, 127951, 127939, 128569, 128698, 129007, 129335, 129421, 127968, 129196, 128988, 128353, 129403, 128499, 128440, 129151, 128101, 129419, 128121, 128891, 127862, 128434]"
128499,"[128894, 128760, 128180, 128596, 129421, 129382, 128311, 128978, 129108, 127967, 128352, 129232, 129313, 128422, 129237, 129026, 128156, 129175, 127973, 128575, 129195, 129308, 128824, 128961, 129159, 128173, 128935, 128576, 128238, 129258, 128771, 128458, 127970, 128848, 128556, 128615, 128745, 127909, 128122, 128834, 128309, 129413, 128033, 128440, 129141, 128432, 128563, 128015, 128616, 129345, 129293, 128995, 128577, 128410, 129090, 127939, 128460, 129059, 128708, 129378, 129118, 128589, 129334, 128152, 129353, 128382, 128796, 128266, 128492, 129328, 128447, 128805, 128328, 128733, 128166, 128830, 128693, 128316, 128384, 128591, 129432, 128258, 129231, 128279, 127921, 128022, 128368, 128740, 128599, 128797, 128169, 129327, 128677, 128203, 128988, 127943, 128593, 128086, 128891, 128590]"
128500,"[128545, 128688, 128659, 128939, 128732, 129243, 128575, 128021, 128655, 129260, 128205, 128135, 129227, 128571, 128197, 128703, 128932, 129230, 128403, 129432, 128138, 128072, 129054, 129166, 128244, 128250, 129336, 127970, 128833, 128819, 128419, 128579, 128289, 128350, 128568, 128337, 128238, 128410, 128475, 128759, 128658, 129337, 129228, 128978, 128272, 128025, 127932, 128283, 129351, 129136, 129026, 128423, 128146, 128162, 128119, 128436, 128573, 128086, 128793, 128603, 128841, 127909, 128495, 129353, 128291, 128180, 129319, 129028, 128427, 128227, 127967, 128359, 129265, 129255, 128408, 128082, 128630, 128851, 129345, 128452, 128898, 128596, 128348, 128867, 128869, 128637, 129370, 128929, 129094, 128781, 128672, 128564, 129024, 128167, 128215, 128083, 128476, 129413, 129037, 127922]"
128502,"[128614, 129316, 127953, 129279, 127892, 129126, 128035, 129262, 128829, 128622, 129204, 129082, 129268, 128637, 127929, 128808, 128265, 127957, 128155, 128436, 129220, 128072, 128321, 128968, 128791, 128801, 128235, 128987, 128337, 128367, 129102, 129270, 128673, 128687, 128187, 129028, 129037, 129145, 129226, 128167, 128521, 129136, 128833, 128028, 128206, 128539, 128443, 128034, 129264, 128547, 128366, 129056, 127852, 127923, 128220, 128138, 128162, 128502, 128960, 128186, 129057, 129305, 128392, 128676, 128944, 129009, 128817, 128198, 129346, 128259, 129291, 128310, 128332, 128420, 128418, 128701, 129091, 128892, 129014, 129298, 129306, 129200, 128297, 128176, 128627, 128717, 128762, 128932, 128422, 128136, 129322, 127971, 128675, 128169, 128450, 128149, 128661, 128037, 128284, 128126]"
128504,"[128076, 128926, 128604, 129277, 128960, 129091, 128507, 128421, 128450, 128418, 127987, 128330, 128281, 128096, 127995, 129404, 129107, 128045, 128407, 128085, 128627, 128676, 129302, 129279, 128167, 129037, 128035, 128297, 128324, 128762, 128975, 128728, 128252, 128750, 127943, 129305, 128547, 129081, 128921, 127921, 130168, 128265, 128980, 129226, 128263, 128106, 128503, 128438, 128217, 128791, 129316, 127957, 128049, 129339, 129272, 128919, 129179, 129165, 128666, 127852, 127923, 129140, 127875, 129280, 129212, 128875, 128623, 128198, 128786, 129352, 128367, 127856, 129306, 128091, 128223, 128513, 128362, 128909, 128333, 128472, 128964, 128284, 130688, 128464, 128307, 129152, 128647, 127892, 129411, 128462, 128018, 128203, 129155, 128721, 128839, 129270, 128701, 129420, 129297, 127929]"
128505,"[128880, 127943, 127861, 128701, 127970, 129124, 128316, 128001, 128017, 129237, 128961, 128797, 129397, 129287, 127909, 127950, 129315, 129334, 129343, 127921, 128417, 128173, 128190, 129201, 128738, 129258, 129411, 128921, 128830, 127873, 129380, 128352, 128938, 128432, 129385, 128428, 128368, 129299, 128258, 129400, 128544, 128729, 129244, 128935, 127852, 127923, 128988, 129407, 128742, 128141, 128465, 128590, 128695, 129272, 129387, 129394, 128211, 128237, 128397, 128467, 129231, 129486, 128492, 127867, 129051, 129311, 128826, 129392, 128272, 127998, 128693, 128645, 129383, 128604, 128634, 129293, 129279, 129414, 128033, 128120, 129352, 129101, 128675, 128791, 129132, 128748, 128203, 129286, 127871, 128359, 128577, 128951, 128256, 128909, 128337, 129178, 128049, 128021, 128707, 128048]"
128506,"[129147, 128807, 128499, 128412, 128896, 128943, 128767, 128597, 128815, 128518, 129331, 128534, 128030, 127939, 128778, 128563, 128015, 128482, 128415, 127937, 127874, 128596, 128679, 128031, 128606, 128112, 128708, 128027, 129210, 128757, 128260, 128460, 128382, 129382, 128636, 129229, 129099, 129232, 129046, 127968, 128315, 128119, 127918, 128140, 129267, 128373, 128585, 128714, 128891, 128999, 128710, 127850, 128222, 128101, 129363, 128384, 128219, 128872, 128440, 128835, 128290, 128509, 128812, 129381, 129282, 127978, 128609, 129378, 129000, 127854, 128680, 128883, 128058, 127870, 128615, 128854, 127860, 128589, 128172, 128375, 128481, 129885, 128581, 129170, 128741, 129078, 128711, 128595, 129129, 128678, 128644, 128121, 129374, 128877, 128326, 128387, 128469, 128390, 128275, 128822]"
128508,"[128644, 128015, 128486, 129267, 128127, 129374, 129886, 128606, 128745, 128171, 129357, 128773, 128733, 129132, 127874, 128326, 128570, 128456, 129074, 128995, 128218, 128719, 128588, 128599, 127939, 128033, 127862, 128482, 128266, 128483, 128256, 128385, 129412, 129175, 128616, 128831, 128621, 128585, 128710, 129077, 129384, 128517, 129369, 128356, 128219, 129252, 129382, 128058, 128448, 129121, 128681, 128373, 128248, 128100, 128823, 128412, 128467, 128796, 127871, 128432, 128230, 128693, 128005, 129174, 128156, 128619, 128836, 129258, 128896, 129000, 129089, 129026, 129387, 128702, 128460, 128812, 128850, 128022, 128695, 128319, 129061, 128645, 128293, 129159, 128187, 128119, 128559, 129327, 127879, 129733, 129419, 129397, 128613, 129343, 128001, 128499, 128434, 128709, 129282, 128961]"
128509,"[127856, 129179, 128008, 128886, 128701, 128695, 128348, 128126, 128431, 128933, 129244, 129130, 127891, 128770, 128599, 129051, 128054, 128033, 128206, 129073, 127873, 128705, 128237, 128791, 129033, 128950, 128576, 128544, 129486, 128848, 129343, 129316, 129411, 128141, 128152, 127998, 129306, 129299, 129382, 128951, 128883, 128961, 129421, 128422, 128038, 128979, 128742, 128885, 128812, 129016, 129298, 129400, 128256, 128050, 128417, 128324, 127861, 129201, 129311, 128805, 129397, 128781, 127955, 128826, 129126, 129026, 129385, 129337, 129352, 128337, 128381, 127952, 129256, 129272, 128049, 128266, 128352, 128922, 128307, 129028, 129132, 128938, 129203, 128793, 129407, 128227, 128368, 129387, 129101, 129366, 128407, 129212, 128834, 128973, 128880, 129369, 129002, 129410, 129412, 128397]"
128510,"[128058, 128356, 129252, 128123, 128632, 128570, 128681, 129382, 128218, 128978, 128677, 128599, 128327, 128015, 128452, 127874, 129374, 128585, 128163, 129026, 128022, 128166, 129000, 128588, 128823, 128691, 127925, 128112, 128350, 129267, 129159, 128573, 128702, 128575, 128178, 128122, 129375, 128179, 128373, 128171, 127914, 128266, 128447, 128756, 128616, 129260, 128658, 128403, 128771, 128326, 129432, 128850, 129025, 128894, 128509, 129421, 127968, 129340, 128427, 128095, 129384, 128116, 129188, 128678, 128977, 127982, 128576, 129077, 127854, 127860, 128127, 127939, 128471, 129313, 128732, 128615, 127980, 129121, 128224, 127907, 128740, 128674, 129242, 128517, 129166, 128486, 129061, 129027, 128046, 128811, 128419, 128913, 128796, 128156, 128733, 128545, 128688, 128655, 128219, 129078]"
128511,"[128879, 128959, 128260, 129383, 128440, 127951, 129378, 129380, 128005, 128821, 128007, 128253, 128822, 128848, 129108, 129232, 128653, 129293, 129250, 129284, 128287, 128256, 128390, 127871, 128595, 128981, 128241, 128967, 128200, 128391, 129016, 129267, 128197, 128947, 128050, 128038, 127898, 128888, 128937, 128059, 128999, 129092, 129299, 128625, 129151, 128853, 128119, 128883, 128212, 128854, 129308, 128646, 127977, 129063, 129118, 129382, 128563, 128145, 128237, 128905, 128543, 128871, 129421, 129078, 128211, 128313, 128248, 129022, 128903, 128714, 128942, 129381, 128238, 128596, 129192, 128780, 128276, 128746, 128227, 129131, 129176, 128969, 128417, 128341, 128290, 128063, 128019, 128611, 128712, 129377, 127978, 128275, 128319, 128105, 128769, 129325, 128293, 127887, 128326, 128834]"
128512,"[129226, 129126, 128361, 128176, 127953, 128614, 129316, 128139, 129220, 128284, 128321, 128953, 128035, 128914, 129306, 127892, 128443, 129262, 128044, 128791, 129279, 128187, 128547, 128074, 129028, 128297, 129096, 127929, 128648, 128673, 128265, 128267, 128701, 127965, 127957, 128886, 128786, 129297, 127875, 128896, 128367, 128842, 128637, 128944, 129305, 128034, 129219, 129270, 128285, 129280, 128829, 129179, 129082, 128689, 128167, 128316, 128198, 128421, 129027, 127899, 129209, 129272, 128020, 128210, 128220, 128450, 128624, 128392, 128418, 129045, 128808, 128521, 128010, 129204, 129376, 127856, 127926, 128247, 129212, 128136, 128381, 128206, 128503, 129014, 128186, 129102, 129200, 128622, 128366, 129299, 129298, 128402, 128513, 128479, 128322, 129339, 128073, 128987, 128357, 129037]"
128513,"[128927, 127951, 127891, 128543, 128467, 129282, 128995, 128003, 128942, 127898, 128999, 128646, 128241, 128260, 128248, 129016, 128024, 128746, 128253, 128225, 129022, 128981, 129035, 129333, 129292, 129065, 128022, 129151, 128883, 128383, 128919, 128434, 129396, 128879, 128033, 129131, 129176, 128214, 127950, 128959, 127918, 128745, 128888, 129192, 128988, 128709, 129419, 128287, 129132, 128105, 128595, 128007, 128936, 129384, 127978, 128282, 128628, 129244, 128905, 128903, 127952, 128550, 128544, 127993, 129108, 127854, 129079, 129377, 128973, 128313, 128399, 128894, 128391, 129307, 129175, 128005, 128812, 129886, 128635, 129210, 127999, 128654, 128697, 128834, 129092, 128741, 128478, 127870, 128385, 129237, 129421, 128370, 128319, 128164, 128958, 128439, 128449, 128871, 128714, 127941]"
128514,"[128953, 129220, 129126, 128284, 128176, 128914, 128361, 127965, 128443, 129209, 128842, 128886, 127875, 128154, 128074, 129096, 129376, 128035, 128285, 129226, 128010, 129316, 128068, 128975, 129346, 128044, 128409, 128139, 129179, 129028, 129158, 127953, 128950, 129224, 127926, 128265, 128267, 127987, 128987, 129155, 128828, 128210, 129045, 127896, 129279, 128547, 129297, 128614, 128297, 127863, 128321, 128367, 128187, 128366, 128971, 129337, 127916, 128233, 129291, 128713, 129212, 129021, 128138, 127973, 127892, 128648, 127948, 129262, 129272, 129136, 128392, 129270, 127886, 128020, 128787, 129104, 128322, 129306, 128670, 129299, 129322, 128801, 128791, 128337, 128479, 128050, 128858, 128152, 127962, 128852, 128521, 128247, 127864, 128689, 128610, 128206, 129298, 127884, 129202, 128595]"
128515,"[128076, 128696, 127926, 128106, 128507, 129339, 128728, 127916, 128013, 127985, 129107, 127886, 128124, 128909, 128284, 128676, 128407, 128450, 128074, 128064, 129048, 127995, 128281, 128324, 128964, 128201, 129280, 129127, 129306, 128633, 129032, 128453, 128953, 129270, 128647, 128505, 129226, 128786, 127920, 129126, 129021, 129212, 128420, 129096, 129240, 127875, 128330, 129165, 128418, 128367, 128321, 128303, 128791, 128267, 128798, 128286, 129268, 128361, 128265, 127957, 128073, 128542, 129404, 129297, 128513, 128624, 129262, 129027, 128926, 129057, 129116, 129288, 128949, 128096, 128421, 128314, 128198, 128322, 129045, 128750, 128560, 129272, 128438, 129296, 129420, 128220, 129037, 129080, 128167, 128827, 128660, 129062, 128366, 129316, 128263, 128787, 129079, 128502, 129104, 128328]"
128517,"[129346, 128649, 128154, 129179, 129135, 127926, 129366, 128801, 127991, 128851, 129262, 128262, 128742, 129158, 128678, 127879, 129326, 128914, 129021, 129014, 129408, 128772, 128928, 127973, 128694, 128555, 128522, 129080, 128791, 128909, 128860, 128640, 128153, 128124, 128453, 129407, 129970, 129036, 128010, 128527, 128267, 128074, 128955, 128647, 128067, 128664, 128220, 128599, 129390, 128750, 128080, 129057, 128882, 129119, 128226, 129212, 127906, 128717, 129316, 128759, 129296, 129096, 129324, 128579, 128166, 128268, 128463, 127965, 128397, 129165, 128710, 128521, 128796, 128033, 128141, 128935, 127935, 128561, 127942, 128885, 128465, 127952, 129052, 128155, 128577, 129352, 128020, 129002, 129130, 129272, 128422, 128713, 129402, 128000, 128610, 128245, 128457, 127863, 129102, 129115]"
128518,"[129417, 129186, 129349, 128482, 128866, 129004, 127941, 128534, 128785, 128110, 127939, 129173, 128178, 127872, 129205, 128192, 128616, 128460, 128815, 128365, 128015, 127945, 128740, 128483, 128691, 128101, 128593, 128086, 128636, 128393, 129188, 127925, 128541, 128434, 127942, 128129, 128538, 128877, 127854, 128415, 129375, 129888, 129310, 128615, 127899, 129331, 128121, 128148, 128533, 129042, 128122, 127978, 128685, 128447, 129345, 128535, 128650, 128651, 128031, 128746, 128140, 129247, 128812, 128635, 128370, 128974, 128904, 128872, 128343, 128112, 128744, 129099, 129034, 129170, 128943, 128561, 129067, 128170, 128771, 129354, 128850, 129403, 129363, 127905, 128449, 128537, 128497, 128089, 128405, 129000, 129181, 128628, 127860, 128290, 129229, 129381, 127968, 128451, 128224, 128567]"
128520,"[129065, 127870, 127977, 128746, 128942, 128646, 127937, 128981, 128871, 128615, 128741, 128883, 128651, 128415, 128319, 127854, 128370, 128999, 128878, 127951, 128172, 128375, 128225, 128105, 129378, 128275, 128440, 128778, 128024, 128483, 128936, 129381, 128165, 128383, 128360, 129403, 128563, 128254, 128351, 128549, 129229, 128872, 128112, 128371, 128595, 128003, 128164, 128434, 128988, 128973, 127978, 129292, 128290, 129042, 128449, 128411, 129108, 128745, 129011, 129017, 129067, 128253, 128879, 128710, 128685, 128691, 128877, 128805, 129340, 128995, 128439, 128654, 128697, 127971, 128813, 128927, 128416, 128128, 127925, 128460, 128596, 128740, 127918, 128390, 128260, 128888, 128815, 128148, 128556, 129205, 128482, 129118, 129207, 128616, 128007, 129421, 128642, 128518, 128535, 127975]"
128521,"[127900, 128838, 128638, 128790, 128342, 129884, 127884, 128536, 128479, 128349, 128233, 127956, 129021, 127964, 128608, 128794, 129225, 128893, 128189, 129075, 129153, 128624, 128407, 128809, 128649, 127991, 128852, 127935, 128010, 128631, 129395, 128247, 128201, 128750, 128916, 128324, 128919, 129076, 128513, 129190, 128555, 129127, 128020, 128115, 129090, 128099, 128516, 128761, 128073, 128841, 127926, 129420, 129410, 128109, 128694, 128507, 128912, 128527, 128548, 128070, 129235, 129155, 128857, 129079, 129119, 128728, 128909, 129302, 128578, 129062, 128772, 128018, 128096, 128153, 127965, 128506, 128124, 128100, 128133, 128647, 128328, 128191, 128268, 128000, 128864, 128409, 128747, 128576, 127876, 128453, 128076, 128366, 128814, 128900, 128574, 127868, 128067, 128330, 128075, 129316]"
128523,"[128651, 129381, 127854, 128499, 128031, 129205, 129354, 128746, 127925, 128778, 128691, 127968, 128741, 128365, 127870, 128274, 127941, 128429, 127978, 128439, 129340, 128635, 127918, 129210, 128434, 128807, 129067, 128872, 128936, 128225, 128101, 128370, 128121, 129378, 128399, 128815, 128866, 128535, 128615, 128170, 127945, 128497, 128140, 128383, 128024, 128360, 128596, 129888, 128405, 128110, 129308, 129011, 128609, 129004, 129131, 129176, 128415, 128490, 128482, 128483, 128164, 128172, 128375, 128165, 128563, 128371, 129181, 128290, 128275, 128460, 128877, 128192, 128767, 129173, 128708, 129331, 128918, 129164, 128785, 128129, 128685, 128481, 128103, 128116, 128616, 129403, 129129, 128390, 128159, 129375, 129138, 128757, 127939, 128112, 129151, 128304, 128654, 128697, 128556, 129229]"
128524,"[128145, 128276, 128596, 129284, 128708, 128260, 129308, 129250, 128390, 129300, 129232, 127936, 128341, 129293, 129118, 128287, 128848, 128959, 129108, 129378, 128384, 128563, 128967, 128879, 128007, 128947, 128799, 128019, 128275, 129424, 129307, 128031, 128050, 128440, 128714, 128119, 128197, 128024, 128382, 128556, 129092, 127951, 128871, 129381, 129151, 128082, 128238, 128200, 129267, 128821, 128595, 128700, 129377, 128672, 128778, 129345, 128888, 128769, 128404, 128460, 128589, 127967, 128662, 129229, 128385, 128822, 129380, 127871, 128776, 128646, 129331, 129353, 129427, 128903, 128339, 128391, 128152, 129421, 128757, 127898, 128915, 128103, 127978, 128815, 128854, 128974, 128417, 128710, 128241, 128508, 129138, 128969, 128767, 128830, 128518, 128898, 128651, 128246, 128899, 128999]"
128525,"[128112, 129259, 128651, 127854, 127888, 127978, 128164, 128936, 128615, 128746, 128383, 129354, 128823, 128116, 128165, 128691, 127925, 128370, 128327, 128741, 129375, 129292, 127870, 129067, 129025, 128702, 129340, 128460, 128490, 128024, 129065, 128871, 128172, 128375, 128483, 128616, 129078, 128471, 128254, 128015, 128434, 128585, 128101, 128482, 127977, 129121, 128178, 128360, 128878, 128449, 129188, 129000, 128128, 128674, 128913, 128365, 128415, 128022, 128003, 127918, 129205, 128218, 127939, 127996, 128835, 127860, 128290, 128429, 127968, 128850, 127907, 129042, 128225, 128872, 129378, 128170, 129210, 128678, 128650, 128894, 129252, 129382, 128778, 128474, 128815, 128136, 128677, 128807, 128319, 128156, 128685, 129358, 129066, 128129, 129403, 128589, 129131, 129176, 128635, 128427]"
128527,"[129096, 128267, 129272, 128102, 129330, 129486, 129306, 129398, 129280, 128713, 129226, 127875, 128211, 128797, 128547, 129299, 128949, 128675, 129179, 128706, 128921, 129178, 129412, 128951, 129385, 129051, 129165, 128297, 129333, 128695, 128755, 128013, 128798, 128926, 128160, 128472, 127987, 129220, 128310, 127912, 128938, 128138, 128851, 127926, 128230, 129365, 128489, 128909, 128259, 129209, 129104, 128265, 128074, 128035, 129311, 129231, 129411, 128950, 128049, 128742, 128176, 127873, 129146, 128233, 128010, 129273, 128252, 129342, 129045, 129126, 129114, 129393, 128318, 128354, 129364, 128428, 129334, 129169, 129028, 128560, 128124, 129970, 128298, 129366, 129392, 128397, 128006, 127861, 128914, 128316, 128701, 128502, 129091, 128781, 128826, 128550, 129397, 129143, 128645, 129288]"
128528,"[128709, 128675, 128422, 129397, 129085, 128826, 128319, 127871, 128467, 127862, 129132, 129421, 127998, 128343, 128417, 128888, 129256, 129394, 128072, 129400, 128650, 129231, 129405, 128760, 128533, 128825, 128496, 128301, 128216, 129399, 128653, 128368, 129188, 128482, 128968, 129016, 128902, 129368, 129412, 128215, 129175, 127962, 128098, 127873, 128237, 128550, 128248, 128311, 129357, 128316, 129287, 128844, 129387, 128463, 129084, 128541, 128220, 128619, 128961, 128014, 128129, 129343, 128710, 128033, 129396, 128001, 128854, 127950, 129293, 129244, 129192, 128124, 128909, 128752, 128646, 128434, 127967, 128048, 128551, 128642, 128495, 128938, 128707, 129146, 129378, 128242, 129201, 127905, 129299, 129136, 128921, 129141, 127867, 127898, 128563, 129886, 128616, 129355, 127895, 127880]"
128529,"[129381, 128405, 127870, 128744, 128872, 128535, 128274, 128746, 128497, 128225, 127918, 129046, 128140, 129011, 128877, 128767, 128635, 128371, 127977, 127854, 129403, 128878, 128741, 128780, 128518, 128103, 127937, 127925, 128383, 129065, 129131, 129176, 129350, 128866, 128439, 128691, 128415, 128904, 128057, 129207, 127941, 128528, 129030, 128685, 128416, 128027, 129194, 128483, 129205, 128089, 129206, 128129, 128192, 128757, 128594, 128490, 128275, 128290, 128778, 129340, 128651, 129229, 129210, 128628, 129192, 128988, 128815, 129363, 128024, 128007, 128241, 128434, 129335, 128393, 129261, 128646, 129067, 128440, 129029, 127883, 129345, 128538, 128170, 128165, 128429, 127907, 128556, 128365, 129888, 128110, 127951, 128411, 128029, 128031, 129186, 128360, 128399, 128936, 129349, 128177]"
128531,"[128746, 127854, 128416, 127925, 128646, 128383, 128691, 129381, 128878, 127870, 128003, 129151, 129205, 128651, 127918, 128999, 129046, 129131, 129176, 128225, 127968, 128823, 128027, 129350, 128879, 128024, 129354, 128365, 128159, 129108, 128405, 128815, 129340, 127941, 129016, 129042, 128165, 128276, 128112, 128390, 128145, 128019, 128615, 129078, 127978, 129345, 128596, 128778, 128535, 128275, 129292, 128757, 128290, 128981, 128415, 129229, 128339, 128741, 129232, 129099, 128140, 128022, 129207, 129011, 128103, 128313, 128497, 128371, 128429, 129308, 128128, 128995, 128434, 128481, 129888, 129025, 128274, 128947, 128260, 128474, 128518, 128534, 128304, 129403, 128483, 129267, 128594, 128872, 129210, 128101, 128490, 128745, 128411, 128116, 128241, 129067, 128685, 128129, 127951, 128399]"
128532,"[128213, 129090, 127978, 127941, 128636, 128434, 128978, 129292, 128733, 128576, 128909, 128616, 128248, 129131, 129176, 128266, 129421, 128224, 127854, 128773, 129026, 129313, 129310, 128124, 128422, 128815, 128890, 129175, 129888, 128033, 128746, 129108, 128632, 128482, 128973, 128741, 129358, 128241, 128824, 129432, 128635, 128112, 128585, 128373, 129164, 128879, 128599, 129237, 129377, 129011, 127968, 128156, 129024, 128237, 128604, 128539, 128253, 129092, 128651, 128460, 128180, 128274, 128591, 128821, 129267, 128290, 128370, 128031, 129340, 128725, 129345, 128872, 128594, 129042, 129354, 128371, 128678, 128110, 128691, 128812, 128662, 128244, 128894, 129378, 128568, 129382, 127925, 128544, 128772, 129256, 129300, 129229, 129308, 128791, 127977, 129381, 128543, 127899, 129298, 128740]"
128533,"[128179, 128702, 128486, 128632, 128585, 128218, 128326, 128058, 129358, 129025, 129374, 129078, 128156, 128823, 128350, 128681, 128452, 128427, 128677, 128015, 128644, 129252, 128214, 128570, 127960, 128224, 128588, 128936, 128894, 129065, 128022, 128163, 129159, 128517, 129359, 129000, 128796, 128703, 129026, 128164, 128003, 128655, 129382, 128356, 127860, 129227, 128135, 128327, 127854, 128745, 129237, 127853, 128575, 128813, 128373, 128112, 128995, 128460, 128773, 128248, 128850, 128771, 129292, 129259, 128651, 128871, 129375, 128658, 128740, 128615, 128978, 127870, 127967, 128127, 129175, 129230, 128116, 128254, 128576, 128166, 129421, 127939, 128616, 128471, 128370, 129188, 128599, 127977, 128678, 129258, 128549, 127996, 128606, 128573, 129424, 128005, 128171, 128674, 128434, 128746]"
128534,"[128197, 128575, 129166, 128679, 129332, 128644, 128659, 127955, 127853, 128702, 128588, 128568, 129025, 129259, 129243, 129260, 128681, 128658, 128475, 128486, 128119, 128672, 128822, 128127, 128166, 128326, 129230, 128619, 128967, 129319, 128021, 129016, 128404, 129382, 129174, 128327, 128219, 127888, 128559, 129292, 129432, 128179, 128135, 128452, 128348, 128819, 128570, 129387, 128244, 128545, 128688, 127874, 128571, 128596, 128677, 128597, 129370, 128058, 128799, 128573, 128102, 128695, 129412, 128995, 128589, 128693, 129026, 128978, 129374, 128250, 128382, 128704, 127967, 129074, 128218, 128615, 128572, 129383, 128736, 128476, 129252, 129002, 128947, 129049, 129183, 128050, 128248, 128824, 129286, 128745, 128427, 128146, 127871, 128890, 128879, 127932, 129290, 128593, 127968, 128781]"
128535,"[128505, 128184, 128728, 128507, 128739, 128418, 128457, 128676, 129081, 128106, 128450, 130168, 128329, 128217, 128076, 128540, 128201, 128647, 129281, 128198, 128917, 128018, 128223, 128333, 128134, 128162, 128750, 128189, 128587, 129401, 127983, 128462, 128627, 127949, 129105, 128277, 128347, 128433, 127946, 128421, 128115, 129037, 128167, 128983, 128388, 129280, 128843, 128472, 127957, 129114, 128099, 128602, 127886, 128626, 129145, 128513, 129404, 128045, 128376, 129180, 128527, 128381, 127913, 128303, 128542, 127981, 129262, 128600, 128786, 128255, 128334, 128669, 128524, 128307, 129143, 127882, 127995, 129285, 128876, 128473, 129276, 128928, 128960, 128503, 127972, 128407, 128743, 128801, 129204, 128827, 128566, 128284, 128620, 129246, 128000, 129080, 128523, 128137, 128297, 129111]"
