articleID	deepl_title
1916795247	One refurbishment after another causes congestion and bottlenecks
1916855255	The duel between 1. FC Köln and Hamburger SV is no longer a match of equals
1917165244	EU Commission sees collusion at BMW, Daimler and VW
1918855242	Fire alarm in Sankt Augustin children's hospital - large-scale operation
1918875247	Students call for end to coal-fired power plants
1919295293	Schlecker children must go to prison - appeal rejected
1919525294	DFB replaces referee Kampka at Bremen match
1922035252	Gasthof Röttgen reopens - New tenants from Seelscheid
1922465252	Municipalities in the Euskirchen district propose more than 100 development sites
1922735243	AfD deputy employs board of directors of right-wing grouping
1922955239	Six-year-old dies in fire - mother alleged to have set fire
1923025252	Gymnasium gives way to multi-purpose building - costs adjusted upwards
1923555253	The Cologne Sharks want to become outsiders
1923975240	Jan Böhmermann sues Angela Merkel
1924515252	100 years catholic women's community Herkenrath
1925305240	Spring weather takes a break in North Rhine-Westphalia
1925615294	Bayer chief executive apologizes to stockholders
1926805244	Panda pairing season starts with teething problems
1926915252	Anfang attends press conference and conducts training
1927295295	Sloppy maintenance allegedly led to crash landing
1931845258	The darling of the masses comes from Amsterdam
1932485289	Father rescues his children from burning car in Lohmar
1932745295	Thick air inside and outside
1932985291	How the city wants to tackle noise
1933045255	Get tickets for the disastrous thriller
1933405239	"Federer better than all - ""Want you never stop""."
1933535247	There is hope for the Frechner Linden Theater
1934205295	Preliminary end of the renovation work in sight
1934725246	"""Gorch Fock"" renovation far behind schedule"
1934955250	What this secret city was built for in the Soviet Union
1936105243	One seriously injured after collision in Bayenthal
1936515259	Man arrested with gasoline cans in New York cathedral
1937315292	Joe Biden - The favorite out of hiding
1937985239	This is why a 30-year-old from Engelskirchen wants to become a pastor
1938085245	Drunk driver asks police for jump start
1938325247	1. FC Köln is threatened with prominent absences
1938695249	Netanyahu and challenger Gantz each declare winner
1939075291	Illegal car race between Ferrari and Porsche - witnesses wanted
1939385291	Fire ruin Alt Schlebusch should be stable
1940535243	Court president made prisoners work at birthday party
1941705294	In Ehrenfeld 30 illegal parkers are towed away
1942125292	Why it is so nice to go hiking with alpacas
1942165243	"Coal Commission: ""This would have devastating effects""."
1942935244	Car driver hits child with scooter - boy seriously injured
1943055295	1. FC Cologne cancels training on Saturday morning
1944115245	Helmer criticizes Kovac for waiving Süle
1945105295	19-year-old Nick Bachem ambitious to become a professional golfer
1945265295	99 new apartments for Gladbach - completion mid-2021
1945965258	Central cathedral building association in Cologne calls for donations
1946365247	Antibiotics are often used incorrectly or too much
1946935244	City puts up warning sign
1946955294	Mutabor association helps children in difficult situation
1947145252	Kerpen's mayor Spürck rejects all accusations
1947595244	"Louvre raffles a night with ""Mona Lisa"
1948845258	7 reasons for the system of silence
1948855294	Pulheim town hall crossing closed as of Monday
1949255294	Why a ghost train should land on a Blankenheim traffic circle
1949405257	How criminal clans plan their spectacular robberies
1949975257	With the special train to the Blossom Sunday
1950255239	Drunk driver falls asleep at traffic lights
1952075246	Drexler excels, Modeste frustrated
1952185252	SPD celebrates itself for the abolition of fixed-term contracts
1952595240	After conversion for millions schools get out
1952975242	New construction site on canals in Küppersteg
1953045242	Cologne coach gets to have the talk with Barack Obama
1953165240	Alliance launches action days for affordable housing
1954425242	House fire: couple dies, granddaughter can save herself
1955555259	Chefs from Erftststadt and Brühl present recipes
1957065292	ZDF clarifies: Grindel may not return to the channel
1957205250	Car driver rams a tree twice
1957735246	1. FC Köln with further step towards promotion
1957925246	CDU urges sustainable traffic and construction planning
1958045239	Dutch police dig for missing teenager
1958215259	This is what has to happen for 1. FC Köln to be promoted at Easter already
1958685242	Easter gifts for young and old!
1958855293	Fire department cleared Leverkusen highway
1958885250	"""Legal reasoning not convincing"""
1959145250	Where the political idea of expropriation comes from
1959485248	15 festivals from NRW to Holland that whet your appetite for summer
1960005250	Parties make request for free parking with e-cars
1960945250	How the Cologne Sharks are planning for next season
1961195291	Cologne woman gets no money for rehab of her Rottweiler
1961435240	Fair wages for textile workers: Tchibo for more regulation
1961495246	Erftstadt council postpones special meeting
1961925243	Limos go new ways
1962585253	Soccer match interrupted after racism éclat
1962695239	"Rangnick expects ""cup fight"" - hardly any rotation at RB"
1963275257	"Professional soccer players run in ""Game of Thrones"" jerseys"
1963555288	Paderborn wins, Fürth and Union only draw
1963975246	OB Reker wants to achieve highest voter turnout in Cologne nationwide
1964115247	Robber pulls woman to the ground by her backpack and punches her
1964655245	Affairs, gossip and anger - this is the state of the city
1964725246	City plans green environmental zone, but no driving bans
1964825292	Siberian tiger must leave its enclosure at Cologne Zoo
1964885240	"Website with AfD author ""disguises"" as official portal"
1965465245	Are vegetable chips really healthier than potato chips?
1965935249	The sharks have lost the series, but gained a lot
1965965240	Jan Böhmermann sues Angela Merkel
1967505240	14-year-old run over and killed by tractor: Investigation
1968105246	Cologne one size too big for 1. FC Heidenheim: 0:2
1969465258	Stewart makes it exciting
1970155245	Students impress with musical about young Miss Marple
1970245244	Leak at Shell in Wesseling - risk not excluded
1970325294	The fire ring is an eye-catcher of the fair
1970335251	Four injured after crane falls at Dormagen Chemical Park
1970425240	FDP promotes free trisomy 21 tests and earns criticism
1970825252	Mercedes driver crashes into several parked cars
1972005253	13-year-old caught with butterfly knife
1972435253	Excursion magnet is to reopen its doors
1972655253	More and more stores and facilities in the village are closing down.
1973785246	Two cyclists seriously injured in accident in Troisdorf
1973895248	Forest bathing in Pulheim - A self-experiment
1974645257	Light rail designed for the anniversary of the University of Cologne
1974785248	Euskirchen district lacks 319 hectares of building land according to expert
1975455255	Record year thanks to storm Friederike
1975465248	16 million for affordable housing in the Rhine-Berg district
1975645248	Hercules perennial on the banks of the Sieg removed by volunteers
1975735259	Thailand cave rescuer must be rescued from cave himself
1976935258	Salmonella found - Kaufland recalls these lamb fillets
1977205250	Particularly brazen burglars arrested in Cologne and surrounding area
1977265239	British professional boxer Ali suspended after stomach bites
1977645246	Children quarrel on playground, parents fight
1978085294	Teacher loses her job because of jungle camp trip
1978685248	This is how the new Kölsch announcement sounds in Cologne Cathedral
1978695247	Multimedia communication is becoming increasingly important
1979325258	These diseases can be the cause
1981355294	Thieves left chaos at the Altenberger Straße
1981705250	"What is behind the association ""Ansaar International"
1982755290	Series of murders shakes tourist paradise
1983075257	Man wanted to get into woman's car without pants
1983485248	More than 1000 pigs die in large fire
1983675293	CDU and FDP put up joint candidate in Siegburg
1983875246	German tourist dies in fall into crevasse
1984125252	Footpath and bike path through the Monteferro site remain
1984845294	300 residents from Salzkammergut present region
1984865288	AfD invites right-wing journalists and Trump's ex-strategists
1987455240	The biggest dangers for cyclists
1987505239	Couple save themselves by jumping out of the window
1987775242	After this outdoor pool season the excavators come
1988165291	"Cologne Academy of Music presents Britten's ""The Rape of Lucretia"
1988575242	What FC striker Jhon Córdoba currently excels at
1991175254	Car crashes into house wall - Zeithstraße closed temporarily
1991375249	Sharks out with applause after late fight
1991515254	44-year-old man runs off road and knocks down fences
1991525265	VfL Gummersbach must fulfill condition for license by May 3
1992345246	Poacher trampled to death by elephant in South Africa
1992475239	19-year-old races with car through pedestrian zone
1994005242	FC coach Markus Anfang has all players available.
1994755294	Hostage-taker does not have to stand trial for the time being
1994775240	Motorist dies on county road 43
1995015290	Megacool adventure in absolute silence
1995035287	Hardware retrofits for diesel continue to be a long time coming
1995225257	"""We have laid a good foundation"""
1995725240	District council speaks out in favor of bike lanes to Cologne
1996215248	Sign of the opening of the Cathedral Church for women
1996765243	BGH emphasizes first aid obligation for teachers
1996865244	Fire department rescues stray raccoon from predicament
1996895240	16,000 tons of waste per year
1997075291	Council ship gets a new hull
1997145240	Kuchenheim farmer allowed to keep another 7590 hens
1997395294	Bicycle thieves caught in front of Galeria Kaufhof in Euskirchen
1997705295	"""Bild"": League leader Cologne parts ways with coach Anfang"
1999075246	Writing books is also an office job
1999165241	RB Leipzig wins dramatic cup fight in Augsburg
1999345240	Berlin polar bear is called Hertha
1999355239	Federal government pays 600,000 euros in damages
1999735294	"""Coal-fired power plants no longer have a place in future strategy""."
